method,seed,length_edges,n_nodes_visited,transition_weight_sum,self_weight_sum,summed_weight,n_self_connections_included,terminus,path,annealing_iterations,annealing_initial_temperature,annealing_cooling_rate,annealing_score,bb_states_seen,bb_status,dp_mode
branch_and_bound,EC LIII V Bipolar Pyramidal,28,29,141339.69677097202,40384.370672723504,181724.06744369553,25,CA3 Granule,EC LIII V Bipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> MEC LII Oblique Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> MEC LII III Pyramidal Multiform -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,EC LIV VI Deep Multipolar Principal,29,30,153127.8545710327,40488.51416037096,193616.36873140367,26,CA1 Radiatum Giant,EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> EC LIII Stellate -> EC LIII Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Radiatum Giant,,,,,50000.0,node_limit,
branch_and_bound,EC LV Deep Pyramidal,28,29,146462.55923717946,39152.45407394952,185615.01331112898,25,CA1 Radiatum Giant,EC LV Deep Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LIII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Radiatum Giant,,,,,50000.0,node_limit,
branch_and_bound,LEC LIII Complex Pyramidal,27,28,138878.75125225095,40384.370672723504,179263.12192497446,25,CA3 Granule,LEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> EC LIII Pyramidal -> EC LIII Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,LEC LIII Multipolar Principal,27,28,139177.5343332166,40384.370672723504,179561.90500594012,25,CA3 Granule,LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> EC LIII Pyramidal -> EC LIII Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,LEC LVI Multipolar Pyramidal,28,29,150932.1261920267,40447.90946639012,191380.03565841683,25,CA1 Radiatum Giant,LEC LVI Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LIII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Multipolar Pyramidal -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Radiatum Giant,,,,,50000.0,node_limit,
branch_and_bound,MEC LII III Pyramidal Multiform,28,29,138710.61072047858,40384.370672723504,179094.9813932021,25,CA3 Granule,MEC LII III Pyramidal Multiform -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> MEC LII Oblique Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII Pyramidal -> EC LIII Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,MEC LII Oblique Pyramidal,23,24,143640.1286262456,39425.80232440933,183065.93095065493,20,DG Hilar Ectopic Granule,MEC LII Oblique Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA3c Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule,,,,,50000.0,node_limit,
branch_and_bound,MEC LII Stellate,29,30,149338.7734047906,40488.51416037096,189827.2875651616,26,CA1 Radiatum Giant,MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LIII Stellate -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LIII Pyramidal -> MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Radiatum Giant,,,,,50000.0,node_limit,
branch_and_bound,MEC LIII Bipolar Complex Pyramidal,25,26,139114.29009598953,40208.497579843555,179322.7876758331,23,CA3 Granule,MEC LIII Bipolar Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,MEC LIII Complex Pyramidal,29,30,150214.68984781927,40488.51416037096,190703.20400819025,26,CA1 Radiatum Giant,MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LIII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Radiatum Giant,,,,,50000.0,node_limit,
branch_and_bound,MEC LV Multipolar Pyramidal,28,29,142947.83434737986,40384.370672723504,183332.20502010337,25,CA3 Granule,MEC LV Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> MEC LII Oblique Pyramidal -> EC LIII Stellate -> EC LIII Pyramidal -> MEC LII III Pyramidal Multiform -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,MEC LV Pyramidal,25,26,142071.22939737912,40104.354092196096,182175.58348957522,22,CA1 Radiatum Giant,MEC LV Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal -> MEC LII III Pyramidal Multiform -> EC LI II Pyramidal Fan -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Radiatum Giant,,,,,50000.0,node_limit,
branch_and_bound,MEC LV Superficial Pyramidal,25,26,138940.71176624837,40208.497579843555,179149.20934609193,23,CA3 Granule,MEC LV Superficial Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LIII Complex Pyramidal -> EC LIV VI Deep Multipolar Principal -> MEC LV VI Pyramidal Polymorphic -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> CA1 Pyramidal -> EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
branch_and_bound,MEC LV VI Pyramidal Polymorphic,29,30,146400.2070278353,40488.51416037095,186888.72118820625,26,CA1 Radiatum Giant,MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> CA3 Granule -> CA3 Pyramidal -> CA2 Pyramidal -> CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> LEC LIII Complex Pyramidal -> LEC LIII Multipolar Principal -> EC LIII Pyramidal Stellate -> MEC LIII Bipolar Complex Pyramidal -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> EC LIII V Bipolar Pyramidal -> EC LIII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Superficial Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Radiatum Giant,,,,,50000.0,node_limit,
branch_and_bound,SUB CA1 Projecting Pyramidal,28,29,142497.69166070686,41344.61351908587,183842.30517979272,26,CA3 Granule,SUB CA1 Projecting Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> MEC LII Stellate -> MEC LII III Pyramidal Multiform -> MEC LV Pyramidal -> MEC LV Multipolar Pyramidal -> EC LIII V Bipolar Pyramidal -> LEC LIII Multipolar Principal -> LEC LIII Complex Pyramidal -> EC LIII Pyramidal Stellate -> EC LIII Pyramidal -> EC LV Deep Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LIII Stellate -> MEC LIII Bipolar Complex Pyramidal -> EC LI II Pyramidal Fan -> DG Granule -> DG Mossy -> DG Semilunar Granule -> DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA2 Pyramidal -> CA3 Granule,,,,,50000.0,node_limit,
dynamic_programming,CA1 Pyramidal,4,5,45532.39432756245,23756.414865184834,69288.80919274729,5,MEC LIII Bipolar Complex Pyramidal,CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal,,,,,,,beam_width_5000
dynamic_programming,CA1 Radiatum Giant,5,6,45584.92039583912,23756.414865184834,69341.33526102395,5,MEC LIII Bipolar Complex Pyramidal,CA1 Radiatum Giant -> CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal,,,,,,,beam_width_5000
dynamic_programming,CA2 Pyramidal,5,6,145723.68374686144,7913.263256830038,153636.9470036915,5,DG Mossy,CA2 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,,,,beam_width_5000
dynamic_programming,CA3 Granule,6,7,150286.63799014583,9028.575734019169,159315.213724165,5,DG Mossy,CA3 Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,,,,beam_width_5000
dynamic_programming,CA3 Pyramidal,5,6,150285.69597126252,9028.575734019169,159314.2717052817,5,DG Mossy,CA3 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,,,,beam_width_5000
dynamic_programming,CA3c Pyramidal,5,6,131142.00409094422,24396.278934730974,155538.2830256752,6,MEC LIII Bipolar Complex Pyramidal,CA3c Pyramidal -> CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal,,,,,,,beam_width_5000
dynamic_programming,DG Granule,5,6,146202.77389131868,6521.8617083161525,152724.63559963484,5,MEC LV VI Pyramidal Polymorphic,DG Granule -> DG Mossy -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,beam_width_5000
dynamic_programming,DG Hilar Ectopic Granule,6,7,150285.70927480108,9029.497115099295,159315.20638990038,6,DG Mossy,DG Hilar Ectopic Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,,,,beam_width_5000
dynamic_programming,DG Mossy,6,7,121056.5566053093,26323.501270881196,147380.0578761905,6,EC LII III Pyramidal Tripolar,DG Mossy -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar,,,,,,,beam_width_5000
dynamic_programming,DG Semilunar Granule,6,7,150349.91474987887,9069.180427999996,159419.09517787886,6,DG Mossy,DG Semilunar Granule -> CA3 Pyramidal -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV Pyramidal -> DG Granule -> DG Mossy,,,,,,,beam_width_5000
dynamic_programming,EC LI II Multipolar Pyramidal,4,5,129387.09715552849,21729.698046983773,151116.79520251226,3,CA1 Pyramidal,EC LI II Multipolar Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,EC LI II Pyramidal Fan,4,5,117456.23332964274,3805.2954288703413,121261.52875851309,4,CA1 Pyramidal,EC LI II Pyramidal Fan -> DG Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,EC LII III Pyramidal Tripolar,4,5,113531.91343162605,5711.838810218902,119243.75224184495,4,CA1 Pyramidal,EC LII III Pyramidal Tripolar -> DG Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,EC LIII Pyramidal,4,5,96993.61823825716,4016.4093774218227,101010.02761567898,4,CA1 Pyramidal,EC LIII Pyramidal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,EC LIII Pyramidal Stellate,4,5,90474.29632285325,6071.100492076042,96545.39681492929,4,CA1 Pyramidal,EC LIII Pyramidal Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,EC LIII Stellate,4,5,90289.4715648583,5771.601965779988,96061.07353063828,4,CA1 Pyramidal,EC LIII Stellate -> EC LII III Pyramidal Tripolar -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,EC LIII V Bipolar Pyramidal,4,5,97206.87989814453,4470.689508157284,101677.56940630182,4,CA1 Pyramidal,EC LIII V Bipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,EC LIV VI Deep Multipolar Principal,4,5,97459.9354324922,5968.208448041807,103428.14388053401,4,CA1 Pyramidal,EC LIV VI Deep Multipolar Principal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,EC LV Deep Pyramidal,4,5,97153.2542367543,4397.042516589369,101550.29675334367,4,CA1 Pyramidal,EC LV Deep Pyramidal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,LEC LIII Complex Pyramidal,4,5,76815.35255908476,23068.82150035764,99884.17405944239,4,DG Mossy,LEC LIII Complex Pyramidal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy,,,,,,,beam_width_5000
dynamic_programming,LEC LIII Multipolar Principal,4,5,77110.18851663449,22821.046541410407,99931.2350580449,4,DG Mossy,LEC LIII Multipolar Principal -> EC LI II Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> DG Granule -> DG Mossy,,,,,,,beam_width_5000
dynamic_programming,LEC LVI Multipolar Pyramidal,4,5,90268.64355266205,5923.584986784065,96192.2285394461,4,CA1 Pyramidal,LEC LVI Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,MEC LII III Pyramidal Multiform,4,5,105560.6600470898,3741.416893559902,109302.0769406497,3,CA1 Pyramidal,MEC LII III Pyramidal Multiform -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,MEC LII Oblique Pyramidal,4,5,90231.62893970466,5710.917429138775,95942.54636884344,3,CA1 Pyramidal,MEC LII Oblique Pyramidal -> EC LII III Pyramidal Tripolar -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,MEC LII Stellate,4,5,118817.21194184356,4769.679673203114,123586.89161504668,3,MEC LV VI Pyramidal Polymorphic,MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal -> MEC LV VI Pyramidal Polymorphic,,,,,,,beam_width_5000
dynamic_programming,MEC LIII Bipolar Complex Pyramidal,4,5,105521.14413704081,3610.2350745264835,109131.3792115673,3,CA1 Pyramidal,MEC LIII Bipolar Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,MEC LIII Complex Pyramidal,4,5,106445.65185989958,4887.337657789804,111332.98951768938,3,CA1 Pyramidal,MEC LIII Complex Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,MEC LV Multipolar Pyramidal,4,5,97096.56668962711,4200.65129504255,101297.21798466967,4,CA1 Pyramidal,MEC LV Multipolar Pyramidal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,MEC LV Pyramidal,4,5,120293.11600550936,3999.7856953692135,124292.90170087857,4,CA1 Pyramidal,MEC LV Pyramidal -> DG Granule -> DG Hilar Ectopic Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,MEC LV Superficial Pyramidal,4,5,105387.57962368772,3537.7630744291364,108925.34269811686,3,CA1 Pyramidal,MEC LV Superficial Pyramidal -> MEC LII Stellate -> CA3 Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,MEC LV VI Pyramidal Polymorphic,5,6,97546.71139837561,7304.268534463247,104850.97993283886,5,CA1 Pyramidal,MEC LV VI Pyramidal Polymorphic -> EC LIV VI Deep Multipolar Principal -> MEC LV Pyramidal -> DG Granule -> CA3c Pyramidal -> CA1 Pyramidal,,,,,,,beam_width_5000
dynamic_programming,SUB CA1 Projecting Pyramidal,5,6,45638.602891162765,24716.657711547203,70355.26060270997,6,MEC LIII Bipolar Complex Pyramidal,SUB CA1 Projecting Pyramidal -> CA1 Pyramidal -> LEC LVI Multipolar Pyramidal -> EC LII III Pyramidal Tripolar -> EC LI II Multipolar Pyramidal -> MEC LIII Bipolar Complex Pyramidal,,,,,,,beam_width_5000
