target,source,weight,absolute_weight,weight_share,cumulative_weight_share
MEC LV Superficial Pyramidal,EC LII III Pyramidal Tripolar,42.1445305739916,42.1445305739916,3.4318502537479894e-06,0.9994377370151851
MEC LIII Superficial Multipolar Interneuron,EC LI II Multipolar Pyramidal,-42.07980861134216,42.07980861134216,3.4265799118811697e-06,0.999441163595097
CA1 R Receiving Apical Targeting,CA1 Radial Trilaminar,-41.72554165040087,41.72554165040087,3.3977317756404216e-06,0.9994445613268726
MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,41.66292428927799,41.66292428927799,3.3926328125310494e-06,0.9994479539596852
CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated,-41.66142560219374,41.66142560219374,3.3925107736904137e-06,0.9994513464704589
MEC LV Superficial Pyramidal,EC LI II Multipolar Pyramidal,40.87273797797678,40.87273797797678,3.3282875450428705e-06,0.9994546747580039
DG Semilunar Granule,DG Semilunar Granule,40.60469398082807,40.60469398082807,3.3064605879715268e-06,0.9994579812185919
CA1 LMR,CA1 R Receiving Apical Targeting,-40.33412743777664,40.33412743777664,3.2844282187226495e-06,0.9994612656468106
CA1 Trilaminar,CA1 Pyramidal,-40.28641038226457,40.28641038226457,3.280542594969416e-06,0.9994645461894056
CA1 Recurrent O LM,CA1 Trilaminar,-40.28515632486576,40.28515632486576,3.2804404764467106e-06,0.9994678266298821
CA1 SO SO,CA1 Oriens Alveus,-40.19727837848996,40.19727837848996,3.2732845312158303e-06,0.9994710999144133
MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal,39.949599470021134,39.949599470021134,3.253115913525702e-06,0.9994743530303268
CA1 Back Projection,CA1 Schaffer Collateral Associated,-39.686257533062495,39.686257533062495,3.231671847573008e-06,0.9994775847021744
CA3 Spiny Lucidum,DG AIPRIM,-39.32976036759124,39.32976036759124,3.2026421046592744e-06,0.999480787344279
CA1 Ivy,CA1 Pyramidal,-38.31969149706508,38.31969149706508,3.1203916901355604e-06,0.9994839077359692
CA3 Mossy Fiber Associated,DG MOLAX,-37.72507169129948,37.72507169129948,3.0719715012401697e-06,0.9994869797074705
CA3 Spiny Lucidum,DG HICAP,-37.53136837982744,37.53136837982744,3.056198143474088e-06,0.9994900359056139
CA1 SO SO,CA1 Radial Trilaminar,-37.45188352546954,37.45188352546954,3.049725651934091e-06,0.9994930856312658
CA3 Mossy Fiber Associated,DG Total Molecular Layer,-37.12847960559308,37.12847960559308,3.023390708600399e-06,0.9994961090219744
CA1 O LM,CA1 Oriens Alveus,-36.70599001048237,36.70599001048237,2.988987169055902e-06,0.9994990980091435
CA2 SP SR,CA2 Bistratified,-36.15074672525396,36.15074672525396,2.943773429969224e-06,0.9995020417825735
CA1 O LMR,CA1 Quadrilaminar,-35.832543517647665,35.832543517647665,2.9178619832430623e-06,0.9995049596445568
CA1 Trilaminar,CA1 Radiatum,-35.786502732119246,35.786502732119246,2.9141128589949927e-06,0.9995078737574158
CA2 Bistratified,CA2 Wide Arbor Basket,-35.73792498858606,35.73792498858606,2.910157148984694e-06,0.9995107839145648
CA3 Spiny Lucidum,CA3 Basket,-35.536752947733895,35.536752947733895,2.8937756088407507e-06,0.9995136776901736
CA1 SO SO,CA1 Basket CCK+,-35.09460860141109,35.09460860141109,2.8577715730511677e-06,0.9995165354617467
CA1 O LM,CA1 Radial Trilaminar,-34.52820652600604,34.52820652600604,2.8116491680859602e-06,0.9995193471109147
MEC LV Multipolar Pyramidal,EC LIV VI Deep Multipolar Principal,34.43974613947271,34.43974613947271,2.804445794461047e-06,0.9995221515567092
EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,34.402964559753684,34.402964559753684,2.8014506519841274e-06,0.9995249530073612
MEC LII Oblique Pyramidal,MEC LII III Pyramidal Multiform,34.28337354833483,34.28337354833483,2.7917122959674854e-06,0.9995277447196572
MEC LIII Bipolar Complex Pyramidal,EC LIII V Bipolar Pyramidal,33.47936501901712,33.47936501901712,2.7262414783364713e-06,0.9995304709611356
MEC LV Superficial Pyramidal,EC LIII Pyramidal,33.455005683021945,33.455005683021945,2.724257885393861e-06,0.999533195219021
MEC LIII Superficial Trilayered Interneuron,EC LIII Pyramidal,-33.41134185774516,33.41134185774516,2.720702318210768e-06,0.9995359159213392
CA3 Trilaminar,CA1 O LMR,-33.37394105674402,33.37394105674402,2.7176567522344003e-06,0.9995386335780914
CA1 Oriens Alveus,CA1 Quadrilaminar,-33.11554724885432,33.11554724885432,2.6966156149125288e-06,0.9995413301937063
MEC LIII Superficial Trilayered Interneuron,EC LIII Pyramidal Stellate,-32.953878264535795,32.953878264535795,2.6834508284669275e-06,0.9995440136445347
CA1 Radiatum,CA1 LMR,-32.915780636843145,32.915780636843145,2.6803485195437167e-06,0.9995466939930543
CA1 Oriens Alveus,CA1 Bistratified,-32.87256080635627,32.87256080635627,2.6768291070789623e-06,0.9995493708221613
CA1 O LM,CA1 Basket CCK+,-32.80960459578995,32.80960459578995,2.6717025512895292e-06,0.9995520425247126
DG Total Molecular Layer,DG HIPP,-32.68454175120519,32.68454175120519,2.661518621154891e-06,0.9995547040433338
LEC LIII Multipolar Principal,LEC LVI Multipolar Pyramidal,32.632235210229126,32.632235210229126,2.6572592732993913e-06,0.9995573613026071
CA1 Bistratified,CA1 Schaffer Collateral Associated,-32.48635208890616,32.48635208890616,2.645379937591741e-06,0.9995600066825446
MEC LV Multipolar Pyramidal,EC LIII Stellate,32.21117840203443,32.21117840203443,2.622972406311791e-06,0.9995626296549509
MEC LV Multipolar Pyramidal,EC LIII V Bipolar Pyramidal,31.887761585321236,31.887761585321236,2.596636412782218e-06,0.9995652262913637
LEC LIII Multipolar Principal,EC LI II Pyramidal Fan,31.881195215923217,31.881195215923217,2.5961017100300964e-06,0.9995678223930737
CA1 Neurogliaform,CA1 Axo Axonic,-31.680838384952963,31.680838384952963,2.579786552835541e-06,0.9995704021796266
EC LIII Pyramidal,EC LV Deep Pyramidal,31.48238204973288,31.48238204973288,2.5636261539627336e-06,0.9995729658057805
CA1 O LM,CA1 Basket,-31.02798927060023,31.02798927060023,2.5266247221487087e-06,0.9995754924305026
CA1 Oriens Bistratified,CA1 Basket,-30.851333132824955,30.851333132824955,2.5122395242833334e-06,0.9995780046700269
CA1 OR LM,CA1 Oriens Alveus,-30.662264322244315,30.662264322244315,2.4968435562483395e-06,0.9995805015135831
MEC LIII Complex Pyramidal,EC LV Deep Pyramidal,30.618594269109543,30.618594269109543,2.4932874819276486e-06,0.999582994801065
MEC LIII Superficial Trilayered Interneuron,MEC LV Superficial Pyramidal,-30.43543591123604,30.43543591123604,2.478372805019795e-06,0.99958547317387
CA3 Trilaminar,CA3c Pyramidal,-30.4341465837024,30.4341465837024,2.4782678144323277e-06,0.9995879514416844
CA1 OR LM,CA1 Radial Trilaminar,-30.301282402128464,30.301282402128464,2.4674486175154703e-06,0.999590418890302
EC LIII Pyramidal,MEC LIII Bipolar Complex Pyramidal,30.24567741971778,30.24567741971778,2.4629206759202796e-06,0.9995928818109779
CA1 R Receiving Apical Targeting,CA1 Quadrilaminar,-30.160189422326837,30.160189422326837,2.4559593454334345e-06,0.9995953377703234
CA1 Back Projection,CA1 O LM,-29.982951386949505,29.982951386949505,2.44152676335459e-06,0.9995977792970867
MEC LV Multipolar Pyramidal,EC LII III Pyramidal Tripolar,29.68862157194694,29.68862157194694,2.4175593389570456e-06,0.9996001968564256
CA1 Oriens Bistratified,CA1 Horizontal Basket,-29.58466701169005,29.58466701169005,2.409094266997838e-06,0.9996026059506926
CA1 Ivy,CA1 Radiatum,-29.31409038463793,29.31409038463793,2.387061076603729e-06,0.9996049930117692
CA1 SO SO,CA1 O LMR,-29.074086144805907,29.074086144805907,2.367517411028381e-06,0.9996073605291802
MEC LII Oblique Pyramidal,MEC LIII Superficial Trilayered Interneuron,29.04535198819716,29.04535198819716,2.3651775742498976e-06,0.9996097257067544
EC LIII Pyramidal,MEC LV Multipolar Pyramidal,29.037320767769923,29.037320767769923,2.364523587944065e-06,0.9996120902303424
EC LIII Pyramidal,SUB CA1 Projecting Pyramidal,28.96152097793103,28.96152097793103,2.358351173055354e-06,0.9996144485815154
CA1 Bistratified,CA1 O LM,-28.9490636777694,28.9490636777694,2.35733676885774e-06,0.9996168059182843
SUB CA1 Projecting Pyramidal,CA1 Ivy,28.53893704422096,28.53893704422096,2.3239399514714146e-06,0.9996191298582358
MEC LV Multipolar Pyramidal,EC LV Deep Pyramidal,28.33873628470545,28.33873628470545,2.3076375032536655e-06,0.9996214374957391
CA1 OR LM,CA1 Basket CCK+,-28.230778461537447,28.230778461537447,2.2988464435885747e-06,0.9996237363421826
CA3 Trilaminar,CA1 Pyramidal,-28.152750677951808,28.152750677951808,2.2924926020520643e-06,0.9996260288347847
CA1 Perforant Path Associated,CA1 Neurogliaform Projecting,-28.089968403884797,28.089968403884797,2.287380209998973e-06,0.9996283162149947
CA1 O LM,CA1 Neurogliaform,-27.785445268573497,27.785445268573497,2.2625827384182793e-06,0.9996305787977331
CA1 Perforant Path Associated,DG Basket,-27.671287435863785,27.671287435863785,2.2532868088678404e-06,0.999632832084542
CA3 Trilaminar,CA3 LMR Targeting,-27.339283766450077,27.339283766450077,2.2262515836178567e-06,0.9996350583361256
MEC LV Superficial Pyramidal,EC LV Deep Pyramidal,27.333796694124377,27.333796694124377,2.225804768567438e-06,0.9996372841408943
CA3 Spiny Lucidum,DG Basket,-27.224175813158045,27.224175813158045,2.2168782852720575e-06,0.9996395010191795
CA3 Mossy Fiber Associated,CA3 Axo Axonic,-27.066395863349804,27.066395863349804,2.2040301848563916e-06,0.9996417050493643
CA3 Mossy Fiber Associated,DG Basket,-26.93622074648672,26.93622074648672,2.193429959827098e-06,0.9996438984793241
CA1 Oriens Bistratified,CA1 Oriens Alveus,-26.65970347015705,26.65970347015705,2.1709130193839814e-06,0.9996460693923435
MEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,26.653430433043813,26.653430433043813,2.170402202826871e-06,0.9996482397945463
CA1 Back Projection,CA3 Spiny Lucidum,-26.589422087255947,26.589422087255947,2.1651899711388607e-06,0.9996504049845174
MEC LV Multipolar Pyramidal,EC LIII Pyramidal,26.53458883572656,26.53458883572656,2.1607248719762402e-06,0.9996525657093894
MEC LIII Superficial Trilayered Interneuron,EC LII III Pyramidal Tripolar,-26.415122586785863,26.415122586785863,2.1509966754307448e-06,0.9996547167060649
CA1 Ivy,CA1 O LM,-26.386777528640312,26.386777528640312,2.1486885231351926e-06,0.999656865394588
CA3 Trilaminar,CA3 Pyramidal,-26.278618688845736,26.278618688845736,2.139881094585421e-06,0.9996590052756825
CA1 Trilaminar,CA1 O LMR,-26.01213791573539,26.01213791573539,2.1181814316312424e-06,0.9996611234571141
CA1 Radiatum,CA1 Perforant Path Associated,-25.55065578056253,25.55065578056253,2.080602710000623e-06,0.9996632040598241
MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal,25.328307923427836,25.328307923427836,2.0624968125203243e-06,0.9996652665566367
CA3 Spiny Lucidum,CA3 Mossy Fiber Associated ORDEN,-25.156160281953188,25.156160281953188,2.048478743769038e-06,0.9996673150353804
CA1 OR LM,CA1 Neurogliaform,-25.13249759662644,25.13249759662644,2.0465518794396233e-06,0.9996693615872598
CA3 Trilaminar,CA1 Radiatum,-25.11334792895544,25.11334792895544,2.0449925124005118e-06,0.9996714065797723
DG MOLAX,DG MOPP,-24.94555165611873,24.94555165611873,2.0313287777789663e-06,0.99967343790855
CA3 Granule,CA3 Lucidum ORAX,24.883456235184177,24.883456235184177,2.0262723165208036e-06,0.9996754641808665
CA1 Radiatum,CA1 R Receiving Apical Targeting,-24.86154061576033,24.86154061576033,2.0244877166437516e-06,0.9996774886685832
CA3 Trilaminar,CA3 Spiny Lucidum,-24.663260070013813,24.663260070013813,2.008341632395908e-06,0.9996794970102156
DG Total Molecular Layer,DG MOPP,-24.5805791434728,24.5805791434728,2.001608883095694e-06,0.9996814986190987
CA1 OR LM,CA1 Basket,-24.39416050556704,24.39416050556704,1.9864287199502764e-06,0.9996834850478187
CA1 Oriens Bistratified,CA1 Radial Trilaminar,-24.368910370169875,24.368910370169875,1.9843725887657615e-06,0.9996854694204075
CA1 Perforant Path Associated QuadD,CA1 LMR,-23.79874158073737,23.79874158073737,1.937943458388861e-06,0.9996874073638659
DG MOPP,DG Axo Axonic,-23.732596774123813,23.732596774123813,1.9325572536247027e-06,0.9996893399211195
CA1 Oriens Bistratified,CA1 Basket CCK+,-23.60397670902129,23.60397670902129,1.9220836572398947e-06,0.9996912620047768
CA3 Mossy Fiber Associated,DG Mossy,-23.59656396859865,23.59656396859865,1.9214800340709114e-06,0.9996931834848108
CA1 O LMR,CA1 OR LM,-23.59221537974291,23.59221537974291,1.9211259263002286e-06,0.9996951046107372
CA1 O LM,CA1 Quadrilaminar,-23.294151630565445,23.294151630565445,1.8968544457708186e-06,0.9996970014651829
CA1 Recurrent O LM,CA1 Oriens Alveus,-23.143787784189072,23.143787784189072,1.8846102423756638e-06,0.9996988860754253
LEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,23.12767624896576,23.12767624896576,1.8832982719849312e-06,0.9997007693736973
CA1 SO SO,CA1 Quadrilaminar,-23.0947749335901,23.0947749335901,1.8806191013788577e-06,0.9997026499927987
MEC LIII Bipolar Complex Pyramidal,MEC LV Pyramidal,22.884394947232725,22.884394947232725,1.8634877536160328e-06,0.9997045134805523
CA1 Basket CCK+,CA1 Radiatum Giant,-22.88036405153411,22.88036405153411,1.86315951575841e-06,0.9997063766400681
SUB CA1 Projecting Pyramidal,CA1 Neurogliaform Projecting,22.86068487488487,22.86068487488487,1.861557030537732e-06,0.9997082381970986
CA1 Oriens Bistratified,CA1 OR LM,-22.824434835097,22.824434835097,1.8586051716238934e-06,0.9997100968022703
CA1 SO SO,CA1 OR LM,-22.66243588134674,22.66243588134674,1.8454135156020364e-06,0.9997119422157859
CA1 Oriens Alveus,CA1 Axo Axonic,-22.622622368053893,22.622622368053893,1.8421714812541445e-06,0.9997137843872671
CA1 LMR,CA1 Radial Trilaminar,-22.45675403260124,22.45675403260124,1.8286647395403518e-06,0.9997156130520066
CA1 Back Projection,CA2 Wide Arbor Basket,-22.3112736398551,22.3112736398551,1.81681819822262e-06,0.9997174298702048
CA1 SO SO,CA1 Bistratified,-22.211483181979307,22.211483181979307,1.8086922112079728e-06,0.9997192385624161
CA3 Mossy Fiber Associated ORDEN,CA3 Basket,-22.20441814479258,22.20441814479258,1.80811690168781e-06,0.9997210466793177
CA1 Neurogliaform,CA1 Neurogliaform Projecting,-22.116087186585656,22.116087186585656,1.8009240674764043e-06,0.9997228476033851
CA1 R Receiving Apical Targeting,CA1 Radiatum,-22.08299135452449,22.08299135452449,1.7982290572791095e-06,0.9997246458324425
CA1 Bistratified,CA1 Recurrent O LM,-22.066102557359777,22.066102557359777,1.7968537940588095e-06,0.9997264426862366
CA1 R Receiving Apical Targeting,CA1 Axo Axonic,-21.865141202408065,21.865141202408065,1.7804894101733667e-06,0.9997282231756467
CA1 Oriens Bistratified,CA1 SO SO,-21.859625651809058,21.859625651809058,1.7800402761228751e-06,0.9997300032159229
CA1 Recurrent O LM,CA1 Basket,-21.67079363990957,21.67079363990957,1.7646635907232061e-06,0.9997317678795136
CA1 OR LM,CA1 Quadrilaminar,-21.644521916288262,21.644521916288262,1.7625242710974273e-06,0.9997335304037847
CA1 Radial Trilaminar,CA1 Basket,-21.63176916032648,21.63176916032648,1.761485807785881e-06,0.9997352918895924
CA1 O LMR,CA1 Radiatum,-21.386780082423225,21.386780082423225,1.7415362243472503e-06,0.9997370334258168
CA1 Back Projection,CA1 Recurrent O LM,-21.37418588688117,21.37418588688117,1.7405106726901763e-06,0.9997387739364895
CA1 Oriens Alveus,CA1 Ivy,-21.113730550814125,21.113730550814125,1.719301664095279e-06,0.9997404932381536
CA3 Mossy Fiber Associated,CA3 Basket CCK+,-21.10948693371598,21.10948693371598,1.718956104227445e-06,0.9997422121942579
CA1 Schaffer Collateral Associated,CA1 O LMR,-21.03696682347481,21.03696682347481,1.7130507552926397e-06,0.9997439252450131
CA3 Mossy Fiber Associated,DG HIPROM,-20.99573857476098,20.99573857476098,1.7096935183301416e-06,0.9997456349385314
CA1 LMR,CA1 Oriens Alveus,-20.86409376761708,20.86409376761708,1.6989736156844537e-06,0.9997473339121471
CA3 O LM,CA3c Pyramidal,-20.71380281925707,20.71380281925707,1.6867353484113183e-06,0.9997490206474955
CA1 Recurrent O LM,CA1 Radial Trilaminar,-20.5947553216729,20.5947553216729,1.677041250998725e-06,0.9997506976887465
CA1 Ivy,CA1 Recurrent O LM,-20.591887583242077,20.591887583242077,1.6768077296205662e-06,0.9997523744964761
CA1 O LMR,CA1 Axo Axonic,-20.464787675061825,20.464787675061825,1.6664579203760677e-06,0.9997540409543965
CA1 Radial Trilaminar,CA1 R Receiving Apical Targeting,-20.384439849592383,20.384439849592383,1.6599151566658089e-06,0.9997557008695531
CA3 Trilaminar,CA1 O LM,-20.23423228247779,20.23423228247779,1.6476836791692913e-06,0.9997573485532323
MEC LIII Superficial Multipolar Interneuron,EC LIII V Bipolar Pyramidal,-20.2276561113274,20.2276561113274,1.6471481782555595e-06,0.9997589957014106
CA3 Spiny Lucidum,CA3 Mossy Fiber Associated,-20.18221227999496,20.18221227999496,1.643447664286951e-06,0.9997606391490749
CA1 LMR,CA1 Basket,-20.11201688974572,20.11201688974572,1.637731618466584e-06,0.9997622768806933
CA1 Back Projection,DG HIPP,-19.95812583875511,19.95812583875511,1.6252001930313318e-06,0.9997639020808863
CA1 Perforant Path Associated,CA1 Pyramidal,-19.914450783004348,19.914450783004348,1.6216437113451127e-06,0.9997655237245976
CA1 Recurrent O LM,CA1 Basket CCK+,-19.840019344218916,19.840019344218916,1.615582721968706e-06,0.9997671393073195
MEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,19.766329709718363,19.766329709718363,1.6095821380871195e-06,0.9997687488894577
CA1 Radial Trilaminar,CA1 Oriens Alveus,-19.744356225679784,19.744356225679784,1.6077928262654793e-06,0.999770356682284
CA1 Back Projection,CA1 Neurogliaform Projecting,-19.657242591920237,19.657242591920237,1.6006991193941277e-06,0.9997719573814033
CA1 R Receiving Apical Targeting,CA1 OR LM,-19.461238681539896,19.461238681539896,1.5847384227055404e-06,0.999773542119826
CA1 Oriens Alveus,CA1 O LMR,-19.40447988141636,19.40447988141636,1.5801165251555274e-06,0.9997751222363512
CA1 Oriens Bistratified,CA1 Quadrilaminar,-19.36400280046839,19.36400280046839,1.5768204561608e-06,0.9997766990568074
DG MOPP,DG AIPRIM,-19.148379599576604,19.148379599576604,1.5592621508097588e-06,0.9997782583189583
CA1 Neurogliaform Projecting,CA1 LMR,-19.14142909445309,19.14142909445309,1.5586961676929242e-06,0.999779817015126
CA1 Trilaminar,CA2 Wide Arbor Basket,-19.003032146720308,19.003032146720308,1.5474264348539066e-06,0.9997813644415608
EC LIII Pyramidal,CA1 Radiatum Giant,18.928721623651768,18.928721623651768,1.5413752917049472e-06,0.9997829058168526
CA1 Radial Trilaminar,CA1 Basket CCK+,-18.90063061973212,18.90063061973212,1.5390878271723803e-06,0.9997844449046798
CA1 Radial Trilaminar,CA1 Radial Trilaminar,-18.6196386319667,18.6196386319667,1.5162065087336598e-06,0.9997859611111884
EC LIII Pyramidal,EC LII III Pyramidal Tripolar,18.60625677457176,18.60625677457176,1.5151168173770123e-06,0.9997874762280058
CA1 SO SO,CA1 Axo Axonic,-18.47372385383599,18.47372385383599,1.5043245951962837e-06,0.999788980552601
