target,source,weight,absolute_weight,weight_share,cumulative_weight_share
CA1 O LMR,CA1 Schaffer Collateral Associated,-14.322995164449924,14.322995164449924,1.1663286770569237e-06,0.9998592434186326
CA3 Spiny Lucidum,CA3 Axo Axonic,-14.069908549533633,14.069908549533633,1.1457197071196312e-06,0.9998603891383397
MEC LIII Superficial Trilayered Interneuron,EC LV Deep Pyramidal,-13.994857172250365,13.994857172250365,1.1396082358405402e-06,0.9998615287465756
CA1 SO SO,CA1 Ivy,-13.98087981496332,13.98087981496332,1.1384700526291254e-06,0.9998626672166283
CA1 R Receiving Apical Targeting,CA1 Neurogliaform,-13.884602675626368,13.884602675626368,1.130630156904494e-06,0.9998637978467853
CA2 SP SR,CA2 Basket,-13.805956406852811,13.805956406852811,1.1242259518090543e-06,0.999864922072737
CA1 Oriens Bistratified,CA1 Radiatum,-13.782995030620368,13.782995030620368,1.1223561954307892e-06,0.9998660444289325
CA1 Radial Trilaminar,CA1 Back Projection,-13.337128025939451,13.337128025939451,1.0860490217047552e-06,0.9998671304779542
CA1 Recurrent O LM,CA1 Quadrilaminar,-13.148955416837603,13.148955416837603,1.0707260318054888e-06,0.999868201203986
CA3 Spiny Lucidum,CA3 Basket CCK+,-13.051519438110194,13.051519438110194,1.0627917712083095e-06,0.9998692639957573
CA1 Trilaminar,CA1 Schaffer Collateral Associated,-13.03506536772504,13.03506536772504,1.0614519080076186e-06,0.9998703254476653
CA1 Ivy,CA2 Wide Arbor Basket,-13.010642126325823,13.010642126325823,1.0594631112159188e-06,0.9998713849107765
CA1 Schaffer Collateral Associated,CA2 Wide Arbor Basket,-13.00182434421092,13.00182434421092,1.058745074797518e-06,0.9998724436558514
DG Axo Axonic,DG Granule,-12.958443932802194,12.958443932802194,1.0552125861477903e-06,0.9998734988684376
CA1 Schaffer Collateral Associated,CA1 Recurrent O LM,-12.933542947458774,12.933542947458774,1.0531848864271978e-06,0.999874552053324
CA1 Radial Trilaminar,CA1 Quadrilaminar,-12.838725560061151,12.838725560061151,1.0454638590348305e-06,0.999875597517183
EC LIII Stellate,MEC LV Superficial Pyramidal,12.798715312294323,12.798715312294323,1.0422058045000898e-06,0.9998766397229876
EC LIII Pyramidal,MEC LV Pyramidal,12.760099858249111,12.760099858249111,1.0390613287173785e-06,0.9998776787843163
MEC LIII Superficial Trilayered Interneuron,EC LI II Pyramidal Fan,-12.72423052841836,12.72423052841836,1.0361404712062166e-06,0.9998787149247875
CA1 Radial Trilaminar,CA1 SO SO,-12.696811574523354,12.696811574523354,1.033907732044088e-06,0.9998797488325196
DG MOLAX,DG Semilunar Granule,-12.693155771027572,12.693155771027572,1.0336100381325938e-06,0.9998807824425577
MEC LIII Bipolar Complex Pyramidal,EC LIV VI Deep Multipolar Principal,12.44278730957399,12.44278730957399,1.0132224087945127e-06,0.9998817956649665
MEC LII Oblique Pyramidal,EC LIII V Bipolar Pyramidal,12.284976246784383,12.284976246784383,1.0003717748331756e-06,0.9998827960367414
CA1 Perforant Path Associated,DG Total Molecular Layer,-12.277602980945904,12.277602980945904,9.997713660993706e-07,0.9998837958081075
CA1 Recurrent O LM,CA1 Neurogliaform,-12.27088049033102,12.27088049033102,9.992239503182883e-07,0.9998847950320578
CA1 Radiatum Giant,CA1 Oriens Bistratified,12.07393346016203,12.07393346016203,9.831864549124793e-07,0.9998857782185128
CA1 LMR,CA1 Radiatum,-12.072738691034674,12.072738691034674,9.830891642634427e-07,0.9998867613076771
CA1 Radial Trilaminar,CA1 Horizontal Axo Axonic,-11.998089540013025,11.998089540013025,9.77010446470491e-07,0.9998877383181235
MEC LII Oblique Pyramidal,EC LIII Pyramidal,11.986703742041488,11.986703742041488,9.760832952334132e-07,0.9998887144014187
MEC LII Oblique Pyramidal,EC LII III Pyramidal Tripolar,11.97337518907701,11.97337518907701,9.749979444832623e-07,0.9998896893993632
CA1 Oriens Bistratified,CA1 Horizontal Axo Axonic,-11.89283484750555,11.89283484750555,9.684395040902986e-07,0.9998906578388673
CA1 Oriens Alveus,CA1 O LM,-11.805416979714042,11.805416979714042,9.61321023289197e-07,0.9998916191598907
CA1 O LMR,CA1 Bistratified,-11.776307500802208,11.776307500802208,9.589506238274055e-07,0.9998925781105145
CA1 R Receiving Apical Targeting,CA1 Pyramidal,-11.752374289314536,11.752374289314536,9.570017304170786e-07,0.9998935351122449
CA1 Ivy,CA1 Schaffer Collateral Associated,-11.722352084467524,11.722352084467524,9.545570072247913e-07,0.9998944896692521
DG HICAP,DG MOLAX,-11.718582603134486,11.718582603134486,9.542500564700173e-07,0.9998954439193085
CA1 R Receiving Apical Targeting,CA1 Schaffer Collateral Associated,-11.651348539676563,11.651348539676563,9.487751529749249e-07,0.9998963926944615
MEC LIII Superficial Multipolar Interneuron,MEC LV Pyramidal,-11.228064831474212,11.228064831474212,9.14306948403248e-07,0.9998973070014099
CA3 Trilaminar,CA2 Wide Arbor Basket,-11.221684607949378,11.221684607949378,9.137874036029036e-07,0.9998982207888135
CA1 Radial Trilaminar,CA1 Bistratified,-11.140045733854492,11.140045733854492,9.071395091558094e-07,0.9998991279283227
CA3 Trilaminar,CA3 Trilaminar,-10.98193367104684,10.98193367104684,8.942643646120967e-07,0.9999000221926873
CA1 Oriens Alveus,CA1 Pyramidal,-10.952037964241237,10.952037964241237,8.918299422187411e-07,0.9999009140226295
CA1 Recurrent O LM,CA1 Horizontal Axo Axonic,-10.951070908985423,10.951070908985423,8.917511944244283e-07,0.9999018057738239
CA1 Trilaminar,CA1 Recurrent O LM,-10.806579254891808,10.806579254891808,8.799851665908746e-07,0.9999026857589906
CA1 LMR,CA1 OR LM,-10.801583144852748,10.801583144852748,8.795783308456004e-07,0.9999035653373214
CA1 Basket,CA1 Radiatum Giant,-10.791757553673635,10.791757553673635,8.787782280298373e-07,0.9999044441155495
EC LIII Pyramidal,MEC LIII Superficial Trilayered Interneuron,10.773751416706329,10.773751416706329,8.773119792692352e-07,0.9999053214275287
CA1 Oriens Alveus,CA1 Recurrent O LM,-10.726359439863035,10.726359439863035,8.734528268349774e-07,0.9999061948803556
CA1 Radial Trilaminar,CA1 OR LM,-10.698068655824777,10.698068655824777,8.711490941071927e-07,0.9999070660294497
DG Neurogliaform,DG Axo Axonic,-10.692181909166488,10.692181909166488,8.706697333754951e-07,0.9999079366991831
CA3 Mossy Fiber Associated,CA3 Spiny Lucidum,-10.689732160934264,10.689732160934264,8.70470249148767e-07,0.9999088071694322
CA1 Oriens Bistratified,CA1 Axo Axonic,-10.649491312645038,10.649491312645038,8.671934166978761e-07,0.9999096743628489
CA1 O LMR,CA1 Pyramidal,-10.566931539532968,10.566931539532968,8.604705329821209e-07,0.9999105348333819
CA3 O LM,CA3 Trilaminar,-10.375031045586232,10.375031045586232,8.448439795509649e-07,0.9999113796773614
MEC LII Oblique Pyramidal,EC LIII Stellate,10.32561677726892,10.32561677726892,8.408201509081043e-07,0.9999122204975124
CA3 Spiny Lucidum,DG Total Molecular Layer,-10.317106518568716,10.317106518568716,8.401271562755391e-07,0.9999130606246687
MEC LIII Superficial Trilayered Interneuron,EC LIII V Bipolar Pyramidal,-10.244144196637242,10.244144196637242,8.341857978210902e-07,0.9999138948104664
CA1 SO SO,CA1 Recurrent O LM,-10.231559865935012,10.231559865935012,8.33161049462869e-07,0.9999147279715159
CA2 Bistratified,CA1 Trilaminar,-10.218866195980455,10.218866195980455,8.321273975545138e-07,0.9999155600989135
CA1 O LM,CA1 Neurogliaform Projecting,-10.206261645913514,10.206261645913514,8.311010027232874e-07,0.9999163911999162
CA2 Bistratified,CA1 Perforant Path Associated QuadD,-10.142377377203378,10.142377377203378,8.258988746939226e-07,0.9999172170987909
CA3 Trilaminar,CA1 Schaffer Collateral Associated,-10.121035312751289,10.121035312751289,8.241609796857715e-07,0.9999180412597706
CA1 Recurrent O LM,CA1 Axo Axonic,-10.119467086516972,10.119467086516972,8.240332782372828e-07,0.9999188652930489
CA3 Mossy Fiber Associated ORDEN,CA3 Axo Axonic,-10.09247841918225,10.09247841918225,8.218355775254817e-07,0.9999196871286263
CA1 SO SO,CA1 Pyramidal,-10.06782244314976,10.06782244314976,8.198278290359133e-07,0.9999205069564554
CA1 Recurrent O LM,CA1 SO SO,-10.009692869093898,10.009692869093898,8.150943086773549e-07,0.9999213220507641
CA1 Perforant Path Associated,DG Hilar Ectopic Granule,-9.66193824772566,9.66193824772566,7.867764755129935e-07,0.9999221088272396
CA1 Radiatum,CA1 Basket,-9.23041637679168,9.23041637679168,7.516374332198876e-07,0.9999228604646728
CA1 Oriens Bistratified,CA1 Back Projection,-9.11774592824178,9.11774592824178,7.424626221072802e-07,0.999923602927295
CA1 LMR,CA1 Axo Axonic,-9.04287580022701,9.04287580022701,7.363659100469923e-07,0.999924339293205
CA3 Spiny Lucidum,DG Hilar Ectopic Granule,-8.935472859931432,8.935472859931432,7.276200347723931e-07,0.9999250669132398
CA1 OR LM,CA1 Neurogliaform Projecting,-8.922902600358176,8.922902600358176,7.265964322332589e-07,0.999925793509672
DG Axo Axonic,DG Mossy,-8.921455612886573,8.921455612886573,7.26478603318001e-07,0.9999265199882753
MEC LII III Pyramidal Multiform,EC LI II Pyramidal Fan,8.912193003488317,8.912193003488317,7.257243443909034e-07,0.9999272457126197
CA2 Bistratified,CA2 Pyramidal,-8.912058406625157,8.912058406625157,7.257133841008562e-07,0.9999279714260038
DG MOPP,DG MOLAX,-8.866030840626395,8.866030840626395,7.219653363257142e-07,0.99992869339134
CA1 Back Projection,CA1 Oriens Bistratified,-8.813632648504758,8.813632648504758,7.17698525271481e-07,0.9999294110898653
CA3 Granule,CA3 Basket,8.750761472944552,8.750761472944552,7.125788939252279e-07,0.9999301236687592
CA2 Bistratified,CA2 SP SR,-8.641709397806283,8.641709397806283,7.036987287735968e-07,0.999930827367488
MEC LII Oblique Pyramidal,EC LIV VI Deep Multipolar Principal,8.634159026076013,8.634159026076013,7.030838982182315e-07,0.9999315304513862
CA1 Radiatum,CA1 Oriens Alveus,-8.589109356120822,8.589109356120822,6.994154810081844e-07,0.9999322298668671
CA1 Radial Trilaminar,CA1 Axo Axonic,-8.579621274741063,8.579621274741063,6.986428617845929e-07,0.9999329285097289
CA1 Ivy,CA1 Oriens Bistratified,-8.57463336284139,8.57463336284139,6.982366936179191e-07,0.9999336267464225
SUB CA1 Projecting Pyramidal,CA1 Radiatum Giant,8.28772603741471,8.28772603741471,6.748736862677947e-07,0.9999343016201088
CA1 Radiatum,CA1 Radial Trilaminar,-8.202831711989129,8.202831711989129,6.679606987867254e-07,0.9999349695808075
DG MOPP,DG Basket,-8.202607806362858,8.202607806362858,6.679424660393234e-07,0.9999356375232735
CA1 Horizontal Basket,CA1 Radiatum Giant,-8.169285286424895,8.169285286424895,6.652289965345712e-07,0.9999363027522701
DG Hilar Ectopic Granule,DG AIPRIM,8.067746480781004,8.067746480781004,6.569606406846356e-07,0.9999369597129107
CA1 O LM,CA1 Pyramidal,-7.984172222617325,7.984172222617325,6.50155146942517e-07,0.9999376098680577
CA3 Granule,CA3 Axo Axonic,7.96479331738352,7.96479331738352,6.485771129737384e-07,0.9999382584451707
CA1 Bistratified,CA1 Oriens Bistratified,-7.945902073846064,7.945902073846064,6.47038789541382e-07,0.9999389054839602
CA1 O LM,CA1 Schaffer Collateral Associated,-7.8428658848245245,7.8428658848245245,6.386485010122931e-07,0.9999395441324612
CA3 Mossy Fiber Associated,CA3 LMR Targeting,-7.741885920738279,7.741885920738279,6.30425651910571e-07,0.9999401745581131
CA1 Quadrilaminar,CA1 Perforant Path Associated QuadD,-7.708009044670928,7.708009044670928,6.27667040908277e-07,0.999940802225154
CA1 LMR,CA1 Bistratified,-7.657379742202606,7.657379742202606,6.23544271425344e-07,0.9999414257694255
CA3 LMR Targeting,CA3c Pyramidal,-7.544584894619136,7.544584894619136,6.143593304370658e-07,0.9999420401287559
CA1 Radiatum,CA1 Basket CCK+,-7.5173547153071985,7.5173547153071985,6.121419632838782e-07,0.9999426522707191
CA1 Radiatum,CA1 Radiatum,-7.452073647492263,7.452073647492263,6.068260932031261e-07,0.9999432590968123
MEC LIII Superficial Multipolar Interneuron,EC LV Deep Pyramidal,-7.350234270150267,7.350234270150267,5.985332616491226e-07,0.9999438576300739
CA3 Mossy Fiber Associated,CA3c Pyramidal,-7.305571533133388,7.305571533133388,5.948963525822306e-07,0.9999444525264265
MEC LIII Bipolar Complex Pyramidal,EC LV Deep Pyramidal,7.224541137038089,7.224541137038089,5.882980068037024e-07,0.9999450408244333
CA3 Granule,CA3 Mossy Fiber Associated ORDEN,7.126801212520814,7.126801212520814,5.803389957484713e-07,0.999945621163429
DG Axo Axonic,DG Hilar Ectopic Granule,-7.092358786055475,7.092358786055475,5.775343316937312e-07,0.9999461986977607
CA1 Neurogliaform Projecting,DG Axo Axonic,-7.023325718612127,7.023325718612127,5.719129344021771e-07,0.9999467706106951
CA2 SP SR,CA2 Wide Arbor Basket,-6.960250120391056,6.960250120391056,5.667766568161628e-07,0.999947337387352
CA1 R Receiving Apical Targeting,CA1 Ivy,-6.957135286183481,6.957135286183481,5.665230143050217e-07,0.9999479039103663
CA3 Mossy Fiber Associated,DG HIPP,-6.891454900171078,6.891454900171078,5.611746275432521e-07,0.9999484650849938
DG HICAP,DG Basket,-6.844796078289349,6.844796078289349,5.573751762850807e-07,0.99994902246017
CA3 Granule,CA3 Mossy Fiber Associated,6.776376820996072,6.776376820996072,5.518037618617798e-07,0.9999495742639319
CA1 Radial Trilaminar,CA1 Ivy,-6.774775429735279,6.774775429735279,5.51673359768558e-07,0.9999501259372917
DG MOPP,DG Total Molecular Layer,-6.72459370326198,6.72459370326198,5.475870366232912e-07,0.9999506735243283
MEC LIII Superficial Multipolar Interneuron,EC LI II Pyramidal Fan,-6.72122684520507,6.72122684520507,5.473128716837469e-07,0.9999512208372
CA1 Bistratified,CA2 Wide Arbor Basket,-6.67571055437411,6.67571055437411,5.436064573018462e-07,0.9999517644436573
CA1 OR LM,CA1 Pyramidal,-6.623678157544628,6.623678157544628,5.393694331416443e-07,0.9999523038130904
CA1 Oriens Bistratified,CA1 Pyramidal,-6.6208212852424975,6.6208212852424975,5.391367965977924e-07,0.9999528429498871
CA1 Perforant Path Associated,DG MOPP,-6.61286046776776,6.61286046776776,5.384885432396786e-07,0.9999533814384303
CA1 Axo Axonic,CA1 Pyramidal,-6.503271644823836,6.503271644823836,5.295646704451351e-07,0.9999539110031007
MEC LIII Bipolar Complex Pyramidal,EC LI II Pyramidal Fan,6.439268930923632,6.439268930923632,5.243528973645607e-07,0.999954435355998
DG HICAP,DG Total Molecular Layer,-6.41824286398119,6.41824286398119,5.226407341920452e-07,0.9999549579967323
DG HICAP,DG HIPROM,-6.33310474477516,6.33310474477516,5.157078944612083e-07,0.9999554737046268
DG MOPP,DG Granule,-6.302885003871071,6.302885003871071,5.13247085808759e-07,0.9999559869517126
CA1 Radiatum,CA1 OR LM,-6.288727175068434,6.288727175068434,5.120942067113503e-07,0.9999564990459193
CA3 Trilaminar,CA1 Oriens Bistratified,-6.2006836160911325,6.2006836160911325,5.049247755633002e-07,0.9999570039706949
CA3 Mossy Fiber Associated,CA3 Pyramidal,-6.172157095588575,6.172157095588575,5.026018466970414e-07,0.9999575065725416
DG Neurogliaform,SUB CA1 Projecting Pyramidal,-6.124981674087877,6.124981674087877,4.987603284729009e-07,0.99995800533287
CA1 Oriens Bistratified,CA1 Ivy,-6.050526466027681,6.050526466027681,4.926974035525334e-07,0.9999584980302736
CA3 Mossy Fiber Associated ORDEN,CA3 Basket CCK+,-6.001184317462812,6.001184317462812,4.886794476572715e-07,0.9999589867097213
CA1 Recurrent O LM,CA1 Back Projection,-5.990753445507264,5.990753445507264,4.878300565244265e-07,0.9999594745397778
CA1 LMR,CA1 Schaffer Collateral Associated,-5.9874303848006445,5.9874303848006445,4.875594580250742e-07,0.9999599620992359
CA1 OR LM,CA1 Schaffer Collateral Associated,-5.931993557106948,5.931993557106948,4.83045209352792e-07,0.9999604451444453
CA1 Perforant Path Associated QuadD,CA1 Oriens Alveus,-5.711882401744707,5.711882401744707,4.6512144761919144e-07,0.9999609102658928
DG HICAP,DG Granule,-5.621601247785361,5.621601247785361,4.5776980798993793e-07,0.9999613680357008
DG Hilar Ectopic Granule,DG Axo Axonic,5.604142250402146,5.604142250402146,4.5634811307997613e-07,0.9999618243838139
CA1 LMR,CA1 Neurogliaform,-5.5786005466507245,5.5786005466507245,4.5426823933819656e-07,0.9999622786520532
CA1 Radiatum,CA1 Quadrilaminar,-5.444323654091982,5.444323654091982,4.433340046575855e-07,0.9999627219860578
CA1 O LMR,CA1 Neurogliaform Projecting,-5.379552408881317,5.379552408881317,4.3805964968709803e-07,0.9999631600457075
CA1 Oriens Bistratified,CA1 Schaffer Collateral Associated,-5.365123858302302,5.365123858302302,4.36884725579713e-07,0.9999635969304331
CA1 Trilaminar,CA1 Oriens Bistratified,-5.292258172192145,5.292258172192145,4.309512362286421e-07,0.9999640278816694
CA3 Horizontal Axo Axonic,CA3c Pyramidal,-5.156841276786839,5.156841276786839,4.199241705446963e-07,0.9999644478058399
CA1 Recurrent O LM,CA1 Pyramidal,-5.135934004930344,5.135934004930344,4.1822168091558724e-07,0.9999648660275209
CA2 Bistratified,CA1 Horizontal Basket,-5.110589167247606,5.110589167247606,4.1615783807647917e-07,0.999965282185359
CA1 Radial Trilaminar,CA1 Radiatum,-5.094062061688444,5.094062061688444,4.148120275849528e-07,0.9999656969973866
CA1 Perforant Path Associated QuadD,CA1 Basket,-4.994478624601806,4.994478624601806,4.0670289837695585e-07,0.9999661037002849
CA1 Perforant Path Associated QuadD,CA1 Basket CCK+,-4.977029574362767,4.977029574362767,4.0528201346793137e-07,0.9999665089822984
CA3 Mossy Fiber Associated,CA2 Wide Arbor Basket,-4.969193501104719,4.969193501104719,4.0464391809392296e-07,0.9999669136262165
CA1 Perforant Path Associated QuadD,CA1 Neurogliaform,-4.933204958793988,4.933204958793988,4.017133530507493e-07,0.9999673153395695
CA3 Spiny Lucidum,CA3 LMR Targeting,-4.916249141078587,4.916249141078587,4.003326323134061e-07,0.9999677156722018
CA1 SO SO,CA1 Oriens Bistratified,-4.913494215638727,4.913494215638727,4.0010829735365994e-07,0.9999681157804992
CA1 Radial Trilaminar,CA1 Pyramidal,-4.82070645374617,4.82070645374617,3.9255254338372024e-07,0.9999685083330425
CA1 Radial Trilaminar,CA1 O LMR,-4.811300530762524,4.811300530762524,3.917866143595142e-07,0.9999689001196569
CA1 Radiatum,CA1 Bistratified,-4.806963262528116,4.806963262528116,3.9143342843270233e-07,0.9999692915530853
CA3 Mossy Fiber Associated ORDEN,CA3 Spiny Lucidum,-4.781877433459415,4.781877433459415,3.8939067679488884e-07,0.9999696809437622
CA1 Neurogliaform Projecting,CA1 Oriens Alveus,-4.772431809903745,4.772431809903745,3.886215149331991e-07,0.9999700695652771
CA1 LMR,CA1 Pyramidal,-4.713500487369856,4.713500487369856,3.8382270779411947e-07,0.999970453387985
CA1 Neurogliaform Projecting,CA1 Neurogliaform,-4.518201695968075,4.518201695968075,3.679194292974668e-07,0.9999708213074142
CA3 Mossy Fiber Associated ORDEN,DG AIPRIM,-4.506715963799279,4.506715963799279,3.6698414036860434e-07,0.9999711882915546
CA1 Neurogliaform Projecting,CA1 Basket CCK+,-4.4769392604884,4.4769392604884,3.6455940848948636e-07,0.9999715528509631
CA3 Horizontal Axo Axonic,CA3 Pyramidal,-4.471599875701995,4.471599875701995,3.6412461970943544e-07,0.9999719169755827
CA1 Quadrilaminar,CA1 LMR,-4.387124721957374,4.387124721957374,3.57245765588498e-07,0.9999722742213484
CA1 Perforant Path Associated QuadD,CA1 Radial Trilaminar,-4.369541427503683,4.369541427503683,3.558139491057712e-07,0.9999726300352975
CA1 Oriens Alveus,CA2 Wide Arbor Basket,-4.365767099118007,4.365767099118007,3.5550660365307076e-07,0.9999729855419011
CA1 Neurogliaform Projecting,CA1 Radial Trilaminar,-4.341600931210583,4.341600931210583,3.5353874048469106e-07,0.9999733390806416
CA1 Neurogliaform Projecting,DG AIPRIM,-4.311760072663295,4.311760072663295,3.5110878441250823e-07,0.999973690189426
DG MOPP,CA1 Neurogliaform Projecting,-4.224995648046932,4.224995648046932,3.4404351381676167e-07,0.9999740342329397
CA1 R Receiving Apical Targeting,CA1 Neurogliaform Projecting,-4.16598169123736,4.16598169123736,3.3923797772718454e-07,0.9999743734709174
CA1 Recurrent O LM,CA1 Neurogliaform Projecting,-4.148003431969153,4.148003431969153,3.377739990615966e-07,0.9999747112449165
DG Neurogliaform,DG AIPRIM,-4.122823507348133,4.122823507348133,3.357235851757831e-07,0.9999750469685017
DG HIPROM,DG AIPRIM,-4.11113514293856,4.11113514293856,3.347717958019646e-07,0.9999753817402975
CA1 Neurogliaform Projecting,DG HICAP,-4.069052354200564,4.069052354200564,3.31344973216876e-07,0.9999757130852708
CA1 Neurogliaform Projecting,CA1 Basket,-3.9927467347869694,3.9927467347869694,3.251313683722998e-07,0.9999760382166392
CA1 O LMR,CA1 Ivy,-3.985483441412229,3.985483441412229,3.2453991475135165e-07,0.9999763627565539
CA1 Oriens Bistratified,CA1 O LMR,-3.9811151921066825,3.9811151921066825,3.2418420602038463e-07,0.9999766869407599
CA3 Spiny Lucidum,CA1 Neurogliaform Projecting,-3.965814709944788,3.965814709944788,3.2293828008706394e-07,0.99997700987904
DG Neurogliaform,DG HICAP,-3.908048749819911,3.908048749819911,3.182343689932031e-07,0.999977328113409
CA1 Oriens Bistratified,CA1 Recurrent O LM,-3.867396373731584,3.867396373731584,3.149240256273126e-07,0.9999776430374346
CA3 Spiny Lucidum,DG MOPP,-3.729564857474021,3.729564857474021,3.037003361568004e-07,0.9999779467377707
CA1 Oriens Alveus,CA1 Oriens Bistratified,-3.712511142888807,3.712511142888807,3.023116436282679e-07,0.9999782490494143
CA3 Granule,CA3 LMR Targeting,3.627204597634976,3.627204597634976,2.9536508887991837e-07,0.9999785444145032
CA1 Quadrilaminar,CA1 Perforant Path Associated,-3.623415334872757,3.623415334872757,2.950565273134487e-07,0.9999788394710305
CA1 Perforant Path Associated,DG Neurogliaform,-3.5658730726153816,3.5658730726153816,2.903708320490892e-07,0.9999791298418625
CA3 Spiny Lucidum,CA3c Pyramidal,-3.556231626529906,3.556231626529906,2.895857242606219e-07,0.9999794194275868
CA1 Radiatum,CA1 Axo Axonic,-3.534080014761913,3.534080014761913,2.877819074086713e-07,0.9999797072094943
CA1 Recurrent O LM,CA1 O LMR,-3.482619302200278,3.482619302200278,2.835914357850133e-07,0.99997999080093
CA1 LMR,CA1 Ivy,-3.422683806350691,3.422683806350691,2.7871085830939533e-07,0.9999802695117883
DG MOPP,DG Hilar Ectopic Granule,-3.368369213994037,3.368369213994037,2.742879938232398e-07,0.9999805437997822
CA3 Spiny Lucidum,CA3 Granule,-3.33632239172658,3.33632239172658,2.7167840501936645e-07,0.9999808154781872
DG HIPROM,DG Axo Axonic,-3.2830905256769767,3.2830905256769767,2.673437074792176e-07,0.9999810828218947
CA1 Horizontal Axo Axonic,CA1 Pyramidal,-3.269523383454519,3.269523383454519,2.66238928286173e-07,0.9999813490608229
CA1 Oriens Bistratified,CA1 O LM,-3.2443247505276265,3.2443247505276265,2.6418699097363295e-07,0.9999816132478139
DG Neurogliaform,DG MOLAX,-3.152331419539088,3.152331419539088,2.5669592791049447e-07,0.9999818699437418
DG HIPROM,DG HICAP,-3.12743007929641,3.12743007929641,2.546681992902773e-07,0.9999821246119411
DG HICAP,DG Hilar Ectopic Granule,-3.117431826939397,3.117431826939397,2.5385403658823435e-07,0.9999823784659777
CA1 Perforant Path Associated QuadD,CA1 Quadrilaminar,-3.108890549005932,3.108890549005932,2.531585160439533e-07,0.9999826316244937
CA1 Neurogliaform Projecting,CA1 Quadrilaminar,-3.0663438278064707,3.0663438278064707,2.4969391520593554e-07,0.999982881318409
MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,3.037796001788656,3.037796001788656,2.473692514208879e-07,0.9999831286876604
CA3 Spiny Lucidum,CA3 Pyramidal,-3.007558833007965,3.007558833007965,2.449070236077094e-07,0.999983373594684
CA1 Radial Trilaminar,CA1 O LM,-2.9699697049129266,2.9699697049129266,2.418461220616679e-07,0.999983615440806
CA1 Schaffer Collateral Associated,CA1 Oriens Bistratified,-2.9656714229383687,2.9656714229383687,2.4149611080554137e-07,0.9999838569369168
CA1 Back Projection,CA1 Radiatum Giant,-2.935217893745475,2.935217893745475,2.3901626465552513e-07,0.9999840959531815
CA1 Recurrent O LM,CA1 Schaffer Collateral Associated,-2.930160931549958,2.930160931549958,2.386044736886425e-07,0.9999843345576552
CA1 Recurrent O LM,CA1 Bistratified,-2.8835534200230235,2.8835534200230235,2.348092006583864e-07,0.9999845693668559
CA1 Recurrent O LM,CA1 OR LM,-2.87526834717822,2.87526834717822,2.3413454302292313e-07,0.9999848035013988
CA2 Bistratified,CA1 SO SO,-2.807954128189742,2.807954128189742,2.286531124227916e-07,0.9999850321545113
DG Hilar Ectopic Granule,DG HICAP,2.803021064108734,2.803021064108734,2.282514105414896e-07,0.9999852604059218
CA2 SP SR,CA2 SP SR,-2.7640495398297604,2.7640495398297604,2.2507793978112769e-07,0.9999854854838616
CA1 Neurogliaform Projecting,DG MOLAX,-2.68322903219073,2.68322903219073,2.184966853248207e-07,0.9999857039805469
CA1 Perforant Path Associated QuadD,CA1 Axo Axonic,-2.6517218361375487,2.6517218361375487,2.159310385541167e-07,0.9999859199115855
CA3 Granule,CA3 Spiny Lucidum,2.616611271827321,2.616611271827321,2.130719676996972e-07,0.9999861329835532
CA1 Quadrilaminar,CA1 Trilaminar,-2.61601073916336,2.61601073916336,2.1302306602379457e-07,0.9999863460066193
CA3 Mossy Fiber Associated ORDEN,CA3c Pyramidal,-2.55488237446297,2.55488237446297,2.080453526396124e-07,0.9999865540519719
CA2 Bistratified,CA1 R Receiving Apical Targeting,-2.465477073761781,2.465477073761781,2.0076503418027855e-07,0.999986754817006
CA1 Radiatum,CA1 Schaffer Collateral Associated,-2.4519625686060884,2.4519625686060884,1.9966454124997018e-07,0.9999869544815473
CA3 Mossy Fiber Associated ORDEN,DG HICAP,-2.4148321962305337,2.4148321962305337,1.9664099641216288e-07,0.9999871511225437
CA3 Mossy Fiber Associated ORDEN,DG Axo Axonic,-2.402926922666154,2.402926922666154,1.956715440171214e-07,0.9999873467940876
CA1 Neurogliaform Projecting,CA1 Axo Axonic,-2.3853838837794457,2.3853838837794457,1.9424300556539605e-07,0.9999875410370932
CA1 Quadrilaminar,CA1 R Receiving Apical Targeting,-2.2977903269531232,2.2977903269531232,1.8711021831810813e-07,0.9999877281473115
CA3 Granule,CA3c Pyramidal,2.280811281935155,2.280811281935155,1.8572760616987194e-07,0.9999879138749177
CA3 Mossy Fiber Associated ORDEN,CA3 LMR Targeting,-2.219649850250516,2.219649850250516,1.8074720012458426e-07,0.9999880946221178
CA2 Bistratified,CA1 Basket,-2.206532604040053,2.206532604040053,1.796790561893512e-07,0.999988274301174
DG Neurogliaform,DG Granule,-2.173783056897071,2.173783056897071,1.7701224414655354e-07,0.9999884513134182
CA1 Radiatum,CA1 Ivy,-2.164497036330024,2.164497036330024,1.762560788362441e-07,0.999988627569497
CA1 Bistratified,CA1 Radiatum Giant,-2.1576838189290704,2.1576838189290704,1.7570127512748638e-07,0.9999888032707721
CA1 Radial Trilaminar,CA1 Recurrent O LM,-2.1320085414512637,2.1320085414512637,1.7361052441020024e-07,0.9999889768812965
CA1 Recurrent O LM,CA1 O LM,-2.115808177859769,2.115808177859769,1.7229132068091275e-07,0.9999891491726172
DG MOPP,DG MOPP,-1.94595579001008,1.94595579001008,1.584601555830297e-07,0.9999893076327727
