response_target,DG Granule,DG Hilar Ectopic Granule,DG Semilunar Granule,DG Mossy,DG AIPRIM,DG Axo Axonic,DG Basket,DG HICAP,DG HIPP,DG HIPROM,DG MOLAX,DG Total Molecular Layer,DG MOPP,DG Neurogliaform,CA3 Pyramidal,CA3c Pyramidal,CA3 Granule,CA3 Axo Axonic,CA3 Horizontal Axo Axonic,CA3 Basket,CA3 Basket CCK+,CA3 LMR Targeting,CA3 Lucidum ORAX,CA3 Spiny Lucidum,CA3 Mossy Fiber Associated,CA3 Mossy Fiber Associated ORDEN,CA3 O LM,CA3 Trilaminar,CA2 Pyramidal,CA2 Basket,CA2 Wide Arbor Basket,CA2 Bistratified,CA2 SP SR,CA1 Pyramidal,CA1 Radiatum Giant,CA1 Axo Axonic,CA1 Horizontal Axo Axonic,CA1 Back Projection,CA1 Basket,CA1 Horizontal Basket,CA1 Basket CCK+,CA1 Bistratified,CA1 Ivy,CA1 LMR,CA1 Neurogliaform,CA1 Neurogliaform Projecting,CA1 O LM,CA1 Recurrent O LM,CA1 O LMR,CA1 Oriens Alveus,CA1 Oriens Bistratified,CA1 OR LM,CA1 Perforant Path Associated,CA1 Perforant Path Associated QuadD,CA1 Quadrilaminar,CA1 R Receiving Apical Targeting,CA1 Radiatum,CA1 Schaffer Collateral Associated,CA1 SO SO,CA1 Trilaminar,CA1 Radial Trilaminar,SUB CA1 Projecting Pyramidal,EC LI II Multipolar Pyramidal,EC LI II Pyramidal Fan,MEC LII Oblique Pyramidal,MEC LII Stellate,MEC LII III Pyramidal Multiform,EC LII III Pyramidal Tripolar,LEC LIII Multipolar Principal,LEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,EC LIII Pyramidal Stellate,EC LIII Stellate,EC LIII V Bipolar Pyramidal,EC LIV VI Deep Multipolar Principal,MEC LV Multipolar Pyramidal,MEC LV Pyramidal,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,MEC LV VI Pyramidal Polymorphic,LEC LVI Multipolar Pyramidal,MEC LIII Superficial Multipolar Interneuron,MEC LIII Superficial Trilayered Interneuron
CA3 Trilaminar,2.5139525705126818e-05,2.7861337906624417e-05,1.1993436223185102e-06,2.9100365717765583e-05,0.0002179098609606387,0.0002346700786626049,4.650435169545738e-05,9.79334539378062e-05,9.656975802130546e-06,3.584490978009317e-05,4.727993555718809e-05,3.9550398832380884e-05,3.275399487610574e-07,1.9371412907651908e-07,0.0001887761654869011,0.00022713161696466473,0.00011069468769666542,0.0008879606493449077,0.0004608056646822797,0.0019324728128758668,0.000675621593240582,0.0001965684107603236,0.002171961443555631,0.00017819489503524436,0.0010110354271149757,0.002009944398916215,0.0011448640060115153,1.0,0.00011914503509000998,0.00048050299586896715,0.00022407164340891174,0.0004618724809431806,8.041051934403015e-05,0.0004771204985499095,1.634942954373033e-05,0.0008362684659892532,0.0011007215873840828,0.001279024111128326,0.0020080285760011598,0.0016673287235697647,0.00189795327554999,0.0011523023822664945,0.0005477722717162369,0.0015036172485295516,7.517092545505341e-06,2.595090820448596e-06,0.0002922574550930518,0.0003546503733445657,0.0003737193344584199,0.0017404668867675409,7.223020579328766e-05,0.0017637061802213377,0.003106380550651379,0.007077988862383961,0.0010738461647033372,0.0024672613172139037,0.0006541307596400836,0.00037589563712047135,0.0012896315333320591,0.0069749462311701335,0.00134644586026769,6.257299385297753e-05,7.658335127213011e-07,6.626069073024566e-08,4.690215713300537e-07,8.258579999505428e-07,7.705137141103054e-07,9.587222223172773e-07,2.5996564089441457e-05,2.18287749535382e-06,3.150197989817055e-06,1.0436321184697468e-06,8.054585940826018e-07,2.0046712789005873e-06,1.011089523927911e-06,4.498503644396762e-05,4.374268284187415e-05,3.119520671756934e-05,2.7273233666525346e-05,5.514948604366997e-05,1.1191338524790367e-05,0.00011001506806981032,8.394265715837766e-05,1.59867450262994e-05,9.240059331261966e-07
CA2 Pyramidal,0.0014808571175096159,0.017556472492661804,5.239827406444119e-05,0.03633919007264557,0.2043517919123553,0.14413616094130988,0.02896030921326298,0.05714194584144235,0.012818895237416207,0.03226186517278196,0.02813725876889146,0.03381815489868087,9.014645366779842e-05,5.374607723034392e-05,0.008715831385757381,0.01666635766109373,0.004589193903135897,0.058875097897027766,0.009936356012489092,0.10174734670045776,0.02128540251765865,0.0029748544557775753,0.05581853120287503,0.0010984312602804955,0.031866878834412644,0.06153790878516217,0.027101536172479086,0.0028222822176364416,1.0,0.13870670693149456,0.05289972940489494,0.12174583837756368,0.016659311932468477,0.058430582880223694,0.0026384376759965612,0.08330871801070995,0.06914057901670188,0.09647199053015805,0.1906148596625568,0.07620192679893158,0.14491887561974232,0.09156334774409118,0.03876735729645201,0.18834195366151854,0.0012092679386529444,0.00046232736233918124,0.0325640103525418,0.05098313024009731,0.03288661288621792,0.1283088583777451,0.005491461343103604,0.3159389471589897,0.5799489532148736,0.7393854692912634,0.06731371230911185,0.619920095705321,0.10651822236411813,0.06445449029017489,0.13076027237425797,0.8631517149618518,0.05175852804919961,0.013239301533418854,8.990346200030089e-05,7.628944935164201e-06,5.413413682070318e-05,9.696972151054559e-05,9.006485229146303e-05,0.00011243084964974304,0.0030855799120000217,0.0002562094647822986,0.00037219915459848715,0.0001216361645746214,9.433815107971401e-05,0.00023448966939262116,0.00011842044794249101,0.005380256558866588,0.005222124590526198,0.003725074945304236,0.0032613380799781824,0.0065957389993401665,0.0013305641119631532,0.01313611521106864,0.010042165153311057,0.001863186291841938,0.00010847218344985423
CA2 Basket,1.0963563446888782e-06,1.7229559371321168e-05,3.299360598465995e-08,3.566695539776086e-05,0.00020025688859290895,0.00014197012939704324,2.8225801885720983e-05,5.532439220384263e-05,1.2595140677648398e-05,3.147128991760445e-05,2.7341807280373827e-05,3.303033765067611e-05,9.41538462111864e-08,5.623544306043452e-08,4.545253938809995e-06,1.187331217470012e-05,4.373791564717529e-06,4.163443429812771e-05,9.48563602445521e-06,6.525711110133777e-05,3.349947275696009e-06,2.786539313474556e-06,5.3772050684555314e-05,1.0708645249365064e-06,3.0882782216802704e-05,3.112325277317614e-05,2.602851448430731e-05,2.7102695836953984e-06,0.0004988976025709477,1.0,0.0021142631154444833,0.006226176128617612,0.000488787310988112,4.925230619799612e-05,1.9751236015193823e-06,6.520030722947225e-05,6.333692444741928e-05,8.810059036964361e-05,0.00014839673457427312,3.791015216539157e-05,0.00010725070766157141,6.902585841420822e-05,2.5782337835608153e-05,0.00017444926709894558,1.2177377972909192e-06,4.7034314940432806e-07,3.0106892797853655e-05,4.7508556630447105e-05,3.0503880594365987e-05,0.0001170752351482647,5.042796544831061e-06,0.0002853482386355258,0.0005483658839887969,0.000694861212659013,6.13141147279896e-05,0.0005952425721881857,0.00010081073651102067,6.0909295682645275e-05,0.00012131269295977401,0.0008004820682088124,1.7456255129784243e-05,1.3964225625073672e-05,8.62930654137548e-08,7.422870208474952e-09,5.218279386869157e-08,9.307706554143712e-08,8.649960715289124e-08,1.0796043386364664e-07,2.815559070407325e-06,2.4017058788518217e-07,3.4567464068411653e-07,1.1684418210436511e-07,9.059245917294595e-08,2.209176393547101e-07,1.1371301098561257e-07,4.870198844963401e-06,4.73573950015747e-06,3.3773448134852873e-06,2.9526856281992875e-06,5.970395837778977e-06,1.2119046693179356e-06,1.1910640187055094e-05,9.087144593990213e-06,1.7894666363365225e-06,1.0416421500084714e-07
CA2 Wide Arbor Basket,0.00012484599159296518,0.00015814106301964724,5.995669172890347e-06,0.00018086436108927622,0.0012834187714962238,0.0013181895863376531,0.0002638879052496703,0.0005519268427847227,6.053547491826816e-05,0.00021216783000763606,0.00026853046459619973,0.0002337993766889402,1.3974665147477232e-06,8.585671781352622e-07,0.000955934476673363,0.0010921437917254843,5.302598093768705e-05,0.00391508878029709,0.0001428780102486737,0.008260931693190702,0.004173097813630972,3.3266889499943696e-05,0.0005759489767988231,4.527041680920615e-06,0.00025674620107056224,0.007033867504597114,0.00029571239733414844,3.747917941026115e-05,0.0010193275057783443,0.0055414353167630515,1.0,0.008468664198828923,0.0008554418477029488,0.0027356819437734025,0.0001767308534465974,0.005175682549103019,0.0023495979745948702,0.0032956058782913386,0.011997238571593592,0.00968892082132879,0.01081401853643848,0.006508995251027458,0.003526999562687074,0.00571509779796984,2.922162937617857e-05,1.057005411602452e-05,0.0009367876999019139,0.0013906762766436528,0.0009101704961765186,0.004937182370263509,0.00018839573987415215,0.009966831450439159,0.013805703061353617,0.01929763883458643,0.0025930004171424814,0.010200321406257278,0.0026059786467448197,0.0016248873101100405,0.00370845802895161,0.024227824635907808,0.009148791523340711,0.0002419456060217879,4.3762641448598124e-06,3.765874208391265e-07,2.6609057783572368e-06,4.719563709007797e-06,4.397257437401919e-06,5.4767989718191e-06,0.00014790062139925314,1.2380680310545154e-05,1.7944431650425374e-05,5.950667833245296e-06,4.599490187024686e-06,1.1375531000360988e-05,5.773692365322375e-06,0.0002571766165485579,0.00024940000986145767,0.00017792574277685332,0.00015587955032920535,0.00031526322292719963,6.364495169372647e-05,0.0006274103590715029,0.0004800470775606018,9.115310059062827e-05,5.2801611497322586e-06
CA2 Bistratified,1.6301850355988503e-07,2.2666507564925174e-06,5.186947477202536e-09,4.681981546852607e-06,2.6320537386426166e-05,1.8704053246794685e-05,3.7126341691422825e-06,7.274783013260539e-06,1.653623534816931e-06,4.138243944272808e-06,3.593544947520954e-06,4.336287298774748e-06,1.2980056515583488e-08,7.777361234809676e-09,6.16125416154804e-07,1.5857286041089692e-06,5.646714723120614e-07,5.553434101242949e-06,1.229776999037764e-06,8.749967737051186e-06,5.564921231587426e-07,3.4639314780888597e-07,7.0079044218846015e-06,1.3782598632901794e-07,4.035151395753144e-06,4.272676654377688e-06,3.3762316816817662e-06,3.544071109738098e-07,6.550343713170178e-05,0.0004541289264678627,0.0002603589418198086,1.0,6.320730528414662e-05,8.021098371129886e-06,3.173931390268106e-07,1.0832191867528742e-05,1.4976335767645384e-05,1.74450661568287e-05,3.0163547402309247e-05,3.941411100034859e-05,2.237947344801919e-05,1.3278103936359205e-05,4.343328173527965e-06,2.794109336762294e-05,1.8860759235199629e-07,7.144621562420398e-08,5.689405245540205e-06,9.1487568584858e-06,5.951381459878151e-06,2.1725985020622373e-05,1.1512374606248946e-06,4.516815867455647e-05,7.986451804866651e-05,0.00014633165963179854,1.5077211873893652e-05,9.08347416405829e-05,1.5801458022903906e-05,9.046184097819244e-06,3.270269083854909e-05,0.0001635132382283277,1.1124153688201387e-05,1.9677568021528545e-06,1.4044673614305195e-08,1.1971468000513348e-09,8.544462607736508e-09,1.515244018787501e-08,1.4014519481569957e-08,1.755483736311276e-08,4.5218848766952903e-07,3.9263338606376707e-08,5.6863690705791374e-08,1.8870263668803392e-08,1.4710098745819087e-08,3.599221735641435e-08,1.846345614405437e-08,7.87256703568306e-07,7.643357366771883e-07,5.452064752884578e-07,4.772239976124713e-07,9.6507746358639e-07,1.94914929691725e-07,1.9226190511723354e-06,1.4692341448678361e-06,2.8895236152543417e-07,1.695799587574618e-08
CA2 SP SR,3.335217438089871e-08,4.866990415196134e-07,1.0379910720593688e-09,1.0051334674100193e-06,5.648617951717491e-06,4.010584840301444e-06,7.97500738510311e-07,1.563557129622664e-06,3.54909618039736e-07,8.87914518865409e-07,7.726174186011912e-07,9.31999910976737e-07,2.6717264440285715e-09,1.5959404548541354e-09,1.446312441808258e-07,3.534015838462853e-07,1.2386101016597712e-07,1.2405560991269973e-06,2.690699434457989e-07,1.9805859106145835e-06,1.672876644148553e-07,7.89137322355821e-08,1.5213353844038674e-06,3.016208935749271e-08,8.724367698359638e-07,9.99229536098384e-07,7.36741472518838e-07,7.681935686270882e-08,1.4042731750366866e-05,0.00010137460577750542,5.073372392111169e-05,0.0002619176818269401,1.0,1.4379256324429282e-06,5.886616599796467e-08,1.9327898889426e-06,1.8228479027341699e-06,2.5368058528537407e-06,4.402040914189756e-06,1.2366699385474204e-06,3.2234304843203995e-06,2.0659743977489355e-06,7.917707059888019e-07,5.010256750818096e-06,3.476074719210967e-08,1.3434166770761399e-08,8.612440314097158e-07,1.3592222161907312e-06,8.719304180246266e-07,3.382018882596201e-06,1.451602018520003e-07,8.215387580481083e-06,1.5672721709718675e-05,1.9883526448112008e-05,1.7706181295236458e-06,1.6899049397262046e-05,2.882244489002225e-06,1.7424918372530473e-06,3.4760100995637654e-06,2.2888058489023813e-05,6.413347031119255e-07,3.969598547919578e-07,2.520792022314812e-09,2.16992748130784e-10,1.5257127722945531e-09,2.7189519170379707e-09,2.527101418830155e-09,3.153820059141901e-09,8.222784604246067e-08,7.020340387297928e-09,1.0100673236799706e-08,3.413877179840132e-09,2.646539387601739e-09,6.457288784234428e-09,3.3219775705511164e-09,1.422518568530899e-07,1.383199737352645e-07,9.864485668788684e-08,8.624364884013224e-08,1.743869271689896e-07,3.539443247016941e-08,3.4788324121548414e-07,2.6542401777193703e-07,5.228354831048801e-08,3.0428408873697417e-09
CA1 Pyramidal,0.003638672359088059,0.0026943925932191594,0.00020039094194603067,0.0026013550274939807,0.01829001756817468,0.024167280154364527,0.004467504047681871,0.009073457989008934,0.0008273166365407736,0.003087174892986808,0.004530813507850331,0.00347659811224993,5.427276101776341e-05,1.7387786218832512e-05,0.00013929550809087325,6.931081338739434e-05,0.00014311745932962867,0.00035913205215261205,0.00024783961130182017,0.0007569617279003952,0.00025016873598155776,0.00013754775164585457,0.00047467617644763606,8.585980548944404e-05,0.0007413076965591366,0.0004286185491189137,0.0006206234193650787,3.0424146787433295e-05,0.0002298308689053506,0.002726756126343568,0.0008306322593453936,0.0011739323627424174,3.112350133218896e-05,1.0,4.737635138163149e-05,0.027414699301821405,0.08473218037729664,0.10070209287163547,0.04908726745076953,0.12709363670676324,0.04599193586034673,0.04825936515349521,0.024343257995788868,0.002419776589854426,0.0007435448184532668,7.058214604465327e-05,0.020553264169120133,0.04162577359568874,0.02227867645626335,0.05459331512102795,0.007252205352099044,0.06653608149578065,0.0013118854320473652,0.12250543716451365,0.029512868120481,0.0018789556496200581,0.0005506157594702853,0.00016831580397328429,0.11380445226439805,0.5954173700355552,0.028887860032468085,0.032789475555640685,0.0005669632691026286,4.722199134138562e-05,0.00034016915284489915,0.0006114418728922479,0.0005744334340821843,0.0007089532713201853,0.02405385569273982,0.001726068493875175,0.00252876138031929,0.0007835663586891138,0.0005975217465676532,0.001572775450821359,0.0007501913894529026,0.04298651017066937,0.04146623160663018,0.029604906012148515,0.026042155684255507,0.05268387417314745,0.010427252369012216,0.10436763384443902,0.08027605214189874,0.012009730369515356,0.0006831431660037173
CA1 Radiatum Giant,2.784456522924695e-06,1.4926293136604753e-06,1.5609410334643285e-07,1.345090077783046e-06,1.0282387641286848e-05,1.5479014610117148e-05,2.394775028727307e-06,4.706218131511908e-06,4.363201715002822e-07,1.6232159460795438e-06,2.2016573446785503e-06,1.5745424366417356e-06,5.390528156938284e-08,1.9421992778326602e-08,2.570555430050135e-06,2.090172785137885e-06,2.129716984775557e-06,9.16424801129715e-06,3.779188614722868e-06,1.9224209963085866e-05,5.088368399746072e-06,3.898584796164607e-06,1.2929029636862272e-05,5.331115983777102e-07,4.9298426993917364e-06,1.062473852047076e-05,9.446289324757748e-06,4.787642137963177e-07,1.2121608110457409e-06,3.484926050833616e-06,4.634873574060219e-06,4.3790233308173305e-06,9.311252427976895e-07,0.0003781905880419166,1.0,0.0005529085945697775,0.0010786364694753915,0.001493172357264923,0.0008178402610557167,0.001350807883383151,0.0007370217483663969,0.0005733881770254755,0.00034638877241026204,5.5876776644899256e-05,1.978290495313556e-06,6.437126507316884e-07,0.0003523365087278842,0.0006355265229555297,0.0004166743633829441,0.00061380533995193,9.006888107666358e-05,0.0010658521826043242,6.023188793982244e-05,0.0014174278439518988,0.00034114066733544925,4.4777331182996095e-05,1.2528615183047154e-05,6.444186388626203e-06,0.0018245455013903556,0.010692762120576911,0.00031644283620621213,2.2806285286984122e-05,4.917974734286545e-07,4.179543763319141e-08,2.9684323915275106e-07,5.302543985448181e-07,4.958740011173783e-07,6.157654417431443e-07,1.812905181982887e-05,1.431688039317688e-06,2.0890723722244135e-06,6.728009234446612e-07,5.177370641244431e-07,1.307293952517625e-06,6.499628430083963e-07,3.176916206099674e-05,3.079902086041782e-05,2.1973165501136282e-05,1.9255285444777194e-05,3.894566015476848e-05,7.82632297434991e-06,7.748257333213661e-05,5.930663124917089e-05,1.0308951930353783e-05,5.930038967962279e-07
CA1 Axo Axonic,3.870986056018606e-07,3.0017220342949337e-07,2.1320441311572983e-08,2.9306357037898645e-07,2.027848107728391e-06,2.68461276924709e-06,4.942174839576377e-07,1.008474466770226e-06,9.326910151068505e-08,3.4423404716111834e-07,5.047607462254021e-07,3.849900498887115e-07,5.828149779949789e-09,1.8541300502858262e-09,1.3948020157633978e-08,6.331582599199288e-09,1.6414804911179707e-08,3.919381453331214e-08,2.6292303872345308e-08,6.987258234003377e-08,2.4859539587705467e-08,1.2339831662189213e-08,4.396304790719544e-08,9.516581604064687e-09,8.212417511222917e-08,4.083282056073085e-08,6.579662155340667e-08,3.2227982666875185e-09,2.6156056782897668e-08,3.11352327282915e-07,9.392286325979048e-08,1.3409612208008567e-07,3.1979325825027452e-09,4.835418656334175e-05,3.404980562926818e-06,1.0,8.009370527119002e-06,9.524234069306515e-06,4.5535734107892355e-06,1.195924342738347e-05,4.282707503787655e-06,4.519576730765786e-06,2.272650087915511e-06,2.434771274666777e-07,8.3955361280617e-08,7.954949204773222e-09,1.944543668488025e-06,3.94681508872251e-06,2.1049025290140634e-06,5.131332146195075e-06,6.865770798211595e-07,6.270975504808904e-06,1.2838897179107933e-07,1.1469504854373e-05,2.7710473607940194e-06,1.92979582012407e-07,5.699688261458415e-08,1.641262055542517e-08,1.0777031314992842e-05,5.640394664195376e-05,2.621876390412184e-06,3.1372628856957744e-06,6.41344260165566e-08,5.480579156759116e-09,3.8989369188205104e-08,6.914671160807786e-08,6.472913598065804e-08,8.032242832281915e-08,2.345316359333774e-06,1.8663560713639542e-07,2.7126653063923356e-07,8.787949715589739e-08,6.755370838927265e-08,1.7116308474496598e-07,8.480615440048141e-08,4.11330927120783e-06,3.986831833740208e-06,2.8444454711199866e-06,2.493026340902932e-06,5.0424186270811645e-06,1.0126461492888677e-06,1.0030069544322238e-05,7.678804743695268e-06,1.3465111454279086e-06,7.73368776483766e-08
CA1 Horizontal Axo Axonic,1.946143679693872e-07,1.509118752717927e-07,1.0718882137306256e-08,1.473379724450091e-07,1.0195025814353208e-06,1.3496923448736911e-06,2.484683404417394e-07,5.070114652165853e-07,4.68911281682266e-08,1.7306398861512843e-07,2.537688796198887e-07,1.9355399451835403e-07,2.93011173031545e-09,9.321671602482105e-10,7.012701370065667e-09,3.1834354297962e-09,8.252452513595657e-09,1.9704230845244523e-08,1.321898245084473e-08,3.51306207102811e-08,1.2498794876625212e-08,6.2042932861495395e-09,2.210385888763357e-08,4.784413948856722e-09,4.1287452087317916e-08,2.0530070497634115e-08,3.308056654814922e-08,1.620328906047428e-09,1.3149822759072253e-08,1.5653209673104967e-07,4.7219219852364816e-08,6.741629017056284e-08,1.6078715883497612e-09,2.4310125077992464e-05,1.7716109106300467e-06,1.289864950512354e-06,1.0,4.788493278388887e-06,2.289407646682604e-06,6.012678021593987e-06,2.1532202419202107e-06,2.272287783646716e-06,1.1426171344835317e-06,1.2241587209482596e-07,4.2208457239175323e-08,3.999292887568672e-09,9.776627162925953e-07,1.9843400373821826e-06,1.0582908619727943e-06,2.579852906459595e-06,3.4518786200286224e-07,3.1528637426527125e-06,6.454481772114327e-08,5.7664662176490216e-06,1.3931860102368526e-06,9.702658402519371e-08,2.8656897749398037e-08,8.252203322590993e-09,5.418377896146033e-06,2.8358400584997548e-05,1.3181858173859229e-06,1.5772631276382119e-06,3.224367960068357e-08,2.755369895757866e-09,1.9601968421081646e-08,3.4763613710561234e-08,3.2542671950631145e-08,4.0382222567901096e-08,1.1791110658913898e-06,9.383134907512482e-08,1.3637964089688713e-07,4.418155227039638e-08,3.3962729568206953e-08,8.605251286935002e-08,4.263642301968227e-08,2.067972024187348e-06,2.0043852993348986e-06,1.4300489539588084e-06,1.2533725001043216e-06,2.5350830590979765e-06,5.091092648433412e-07,5.042631542705957e-06,3.860529891715116e-06,6.76960547780836e-07,3.8881232174254097e-08
CA1 Back Projection,7.031713841791893e-05,0.00037430585969096334,3.1297740042505225e-06,0.0005299037550404,0.00249055764486995,0.0018917758919931664,0.0006314788557475156,0.0014900120702153767,0.00015481815126353965,0.0004763545884792043,0.0008680253200802631,0.0008017518265614181,1.824237954111025e-06,1.1039243737604009e-06,0.0008567105518425814,0.0006930884094245854,0.000720827271152057,0.0030958337389172586,0.0012268888174927495,0.0064746345146513545,0.0017108229676563844,0.001320124766776184,0.004263485931757549,0.00019213367196151503,0.0017296262422883551,0.0035497457727901725,0.003079873427383159,0.00015268289832792264,0.0004185776065560298,0.001658826708217689,0.0006693271598802665,0.0016097989284506711,0.00027951249546906756,0.0014760355514861938,5.890225465027995e-05,0.002637468283938007,0.002714039062484788,1.0,0.006107139394174863,0.0031038427366061176,0.0056972016392174115,0.0030304800761084957,0.0013862254653673226,0.007240965596101294,0.0004833136927430315,0.00013778331292810123,0.0008960348819777021,0.001188064670766767,0.0009998181590970716,0.005340256373823231,0.0001910922059992603,0.005228926495606548,0.011176382438816032,0.019861611268712043,0.0030119901602434166,0.007386302572718026,0.0019109169108826609,0.0012297649356865904,0.00356623380412068,0.02190707279850961,0.003746108467570136,0.00024177831432994153,2.3952088290854657e-06,2.0771450104425556e-07,1.4724446400316492e-06,2.5847504631072744e-06,2.4046124723990907e-06,2.990632534190199e-06,8.107347133698343e-05,6.841596083184744e-06,9.879903763827744e-06,3.2589866178472533e-06,2.5125863487410377e-06,6.2809285069501975e-06,3.154046348038903e-06,0.00014045342969045454,0.00013653483238027346,9.73741236517603e-05,8.515086350243474e-05,0.00017218723583583976,3.491012406016105e-05,0.0003434013056230333,0.0002620952324014243,4.9922488362450307e-05,2.89247762182476e-06
CA1 Basket,1.0908915332673912e-05,8.451652956572664e-06,6.010080524939089e-07,8.238002781484893e-06,5.7158034580668384e-05,7.553466250547416e-05,1.3908811484313342e-05,2.8398688809613485e-05,2.6216573159960575e-06,9.692475633314463e-06,1.4217978533457588e-05,1.0858577506828293e-05,1.6590663525693715e-07,5.312340977953355e-08,3.789047658526205e-07,1.679949823916225e-07,4.656887465098683e-07,1.1233362359470647e-06,7.187060467424728e-07,1.876643386051733e-06,6.691219970912231e-07,3.2983754881419305e-07,1.1826058366147677e-06,2.706608922815198e-07,2.3393213603953617e-06,1.0843106425101148e-06,1.7986382273287922e-06,8.797147420002036e-08,7.422581828051508e-07,8.786871396200758e-06,2.424401122161588e-06,3.810935151555108e-06,8.440538551860488e-08,0.0013735647033058973,7.618000875057857e-05,0.0020273167584578646,0.0002175529550091086,0.0002610802963953817,1.0,0.0053953964406766005,0.003698473546124244,0.002206334941540453,0.0014951368449411348,2.4151222756959017e-05,2.0863793513252422e-06,2.2544968252334921e-07,5.324932254676374e-05,0.00011010917277537947,5.665123669980392e-05,0.00013146893700190977,1.890922985464031e-05,0.002348867335774162,1.896466874214772e-05,0.0002724108867154602,6.951855752953324e-05,1.747244030045415e-05,4.95545483795678e-06,1.925646093765575e-06,0.0002965126211671953,0.0015600919322482046,0.004490227406450685,8.894462983608606e-05,1.8037393477792926e-06,1.5373886345093792e-07,1.0928232117872425e-06,1.9447474738875295e-06,1.8195594396181007e-06,2.258709519075355e-06,6.621069543471327e-05,5.238151628368628e-06,7.644777938330218e-06,2.469531817635298e-06,1.8993810644623456e-06,4.801965258217081e-06,2.38446387554642e-06,0.00011607027950548888,0.0001125147320857461,8.027335958652262e-05,7.034954574869758e-05,0.00014228912137103232,2.8585382069502506e-05,0.00028306133009195397,0.00021668089632189845,3.783898738118017e-05,2.174992277770051e-06
CA1 Horizontal Basket,4.843868795680287e-06,3.7520152275792245e-06,2.6696303337510065e-07,3.65285157193831e-06,2.5396496620614128e-05,3.350633843035442e-05,6.1729743451885246e-06,1.2610388750665478e-05,1.162385919164812e-06,4.30261120646619e-06,6.315211799853732e-06,4.8289281549627934e-06,7.461667295414429e-08,2.409563128129971e-08,1.5895593592147813e-07,6.777523015759229e-08,2.0929071441859562e-07,5.241765566097155e-07,3.0503772603297694e-07,7.719551996632339e-07,2.767565867307071e-07,1.4018580242033703e-07,4.876763877885332e-07,1.2182783366329962e-07,1.0551510743166885e-06,4.424671051745438e-07,7.634758692958829e-07,3.7252608015720737e-08,3.3546414446312803e-07,3.917507970532833e-06,9.754833372103539e-07,1.7155411996876556e-06,3.379975401029775e-08,0.0006135774745068337,5.762372555496111e-05,0.0014931104587895848,9.129012041255857e-05,0.00011117288640656425,0.0034478489382295347,1.0,0.0029864206460063682,0.0024089555749530257,0.0015378380878173757,2.125733260757256e-05,8.628401837277489e-07,1.783012509034585e-07,2.2635705190757374e-05,4.815993505279427e-05,2.3423515387613388e-05,5.00986659211234e-05,8.109243535474052e-06,0.001727414224894384,1.7541722486585455e-05,8.911125957535819e-05,2.5492496395210153e-05,1.6315862268295653e-05,4.608345576884968e-06,1.78431918605911e-06,0.00012697626141709665,0.0006736124294014753,0.004907470692129271,3.976718611731282e-05,7.993913378139356e-07,6.799358469006639e-08,4.830031746734306e-07,8.618985893651019e-07,8.060814367295501e-07,1.0009187553830988e-06,2.9432239873170777e-05,2.325653835756656e-06,3.3935749396978758e-06,1.093743940358828e-06,8.415928033050794e-07,2.123947425531569e-06,1.0565280451340817e-06,5.157739686742782e-05,5.000218811670356e-05,3.567343864775801e-05,3.126104407346733e-05,6.322845652605275e-05,1.2705946107711981e-05,0.00012579294467269625,9.628461303173986e-05,1.6758785070626846e-05,9.639049286628288e-07
CA1 Basket CCK+,1.79629202707423e-05,1.3914972815857093e-05,9.897605090664174e-07,1.3557141207037566e-05,9.413589568615954e-05,0.00012432865147947805,2.2897291116498144e-05,4.675984430924964e-05,4.314305317781855e-06,1.5957605192949624e-05,2.341281580857265e-05,1.7888561167069053e-05,2.74382270372821e-07,8.81118252164259e-08,6.12898722128037e-07,2.685321183946275e-07,7.696885607337998e-07,1.8801374283535586e-06,1.166628086236223e-06,3.0175417754335313e-06,1.0776035274538217e-06,5.292229971111625e-07,1.9030088167825448e-06,4.4762538208052803e-07,3.871459665354206e-06,1.7350541123659306e-06,2.919705573095369e-06,1.4269787604660439e-07,1.229161903857561e-06,1.4485956689002454e-05,3.848903540385178e-06,6.302402905870685e-06,1.346077238278591e-07,0.002266809039286013,0.00016153140345766224,0.0043287806170587105,0.00035189494456321096,0.00042425269381780254,0.009561459353055586,0.011140655207197371,1.0,0.005397120787774959,0.003478149431662403,5.299961124879832e-05,3.3330084044447026e-06,4.898919572466444e-07,8.648067481455075e-05,0.00018044853825915352,9.121649668603391e-05,0.00020642714353935463,3.079512024941075e-05,0.0049240323037354995,4.266746496070928e-05,0.00040982647280377146,0.00010793721276843246,3.914992426108343e-05,1.1085902143123466e-05,4.3185168951151594e-06,0.0004826759384612901,0.0025462306895656156,0.010730151704790537,0.0001468077608047236,2.968084957921577e-06,2.5278754133925094e-07,1.7964610027213122e-06,3.2001360413568218e-06,2.993679750293648e-06,3.7165981773361486e-06,0.00010907159666091475,8.625166291615765e-06,1.2587136730896723e-05,4.062681485767336e-06,3.1252123139180095e-06,7.89597777716504e-06,3.923361329138665e-06,0.00019118197337454574,0.00018533201607260141,0.00013222399149778825,0.0001158746941122206,0.00023436811320069468,4.708859196731406e-05,0.0004662514307395428,0.00035689934682234183,6.224986088402522e-05,3.578960461755409e-06
