pre_neuron_id,post_neuron_id,pre_neuron,post_neuron,pre_ei,post_ei,g_ij
4083,4078,CA1 Oriens Bistratified,CA1 Basket,i,i,1.273
4083,4079,CA1 Oriens Bistratified,CA1 Basket CCK+,i,i,1.558
4083,4080,CA1 Oriens Bistratified,CA1 Bistratified,i,i,1.405
4083,4081,CA1 Oriens Bistratified,CA1 Ivy,i,i,1.428
4083,4083,CA1 Oriens Bistratified,CA1 Oriens Bistratified,i,i,1.619
4083,4087,CA1 Oriens Bistratified,CA1 O LMR,i,i,1.101
4083,4089,CA1 Oriens Bistratified,CA1 Recurrent O LM,i,i,1.238
4087,4000,CA1 O LMR,CA1 Pyramidal,i,e,1.469
4087,4003,CA1 O LMR,CA1 Quadrilaminar,i,i,1.449
4087,4005,CA1 O LMR,CA1 LMR,i,i,1.345
4087,4006,CA1 O LMR,CA1 Perforant Path Associated,i,i,1.24
4087,4011,CA1 O LMR,CA1 Neurogliaform Projecting,i,i,1.434
4087,4012,CA1 O LMR,CA1 Neurogliaform,i,i,1.508
4087,4013,CA1 O LMR,CA1 Radial Trilaminar,i,i,1.036
4087,4015,CA1 O LMR,CA1 Schaffer Collateral Associated,i,i,1.356468904
4087,4028,CA1 O LMR,CA1 Radiatum,i,i,1.26
4087,4036,CA1 O LMR,CA1 Axo Axonic,i,i,1.453
4087,4054,CA1 O LMR,CA1 Radiatum Giant,i,e,1.565
4087,4055,CA1 O LMR,CA1 Oriens Alveus,i,i,1.631
4087,4061,CA1 O LMR,CA1 R Receiving Apical Targeting,i,i,1.487
4087,4066,CA1 O LMR,CA1 OR LM,i,i,1.442
4087,4076,CA1 O LMR,CA1 Perforant Path Associated QuadD,i,i,1.429
4087,4078,CA1 O LMR,CA1 Basket,i,i,1.375
4087,4079,CA1 O LMR,CA1 Basket CCK+,i,i,1.642
4087,4080,CA1 O LMR,CA1 Bistratified,i,i,1.465
4087,4081,CA1 O LMR,CA1 Ivy,i,i,1.472
4089,4000,CA1 Recurrent O LM,CA1 Pyramidal,i,e,1.524
4089,4003,CA1 Recurrent O LM,CA1 Quadrilaminar,i,i,1.495
4089,4005,CA1 Recurrent O LM,CA1 LMR,i,i,1.353
4089,4006,CA1 Recurrent O LM,CA1 Perforant Path Associated,i,i,1.258
4089,4011,CA1 Recurrent O LM,CA1 Neurogliaform Projecting,i,i,1.467
4089,4012,CA1 Recurrent O LM,CA1 Neurogliaform,i,i,1.537
4089,4013,CA1 Recurrent O LM,CA1 Radial Trilaminar,i,i,1.066
4089,4015,CA1 Recurrent O LM,CA1 Schaffer Collateral Associated,i,i,1.372306718
4089,4023,CA1 Recurrent O LM,CA1 Back Projection,i,i,1.49
4089,4033,CA1 Recurrent O LM,CA1 SO SO,i,i,0.8227
4089,4035,CA1 Recurrent O LM,CA1 Trilaminar,i,i,1.597
4089,4036,CA1 Recurrent O LM,CA1 Axo Axonic,i,i,1.488
4089,4038,CA1 Recurrent O LM,CA1 Horizontal Axo Axonic,i,i,1.14
4089,4039,CA1 Recurrent O LM,CA1 Horizontal Basket,i,i,1.189
4089,4054,CA1 Recurrent O LM,CA1 Radiatum Giant,i,e,1.586
4089,4055,CA1 Recurrent O LM,CA1 Oriens Alveus,i,i,1.662
4089,4066,CA1 Recurrent O LM,CA1 OR LM,i,i,1.475
4089,4069,CA1 Recurrent O LM,CA1 O LM,i,i,1.137
4089,4076,CA1 Recurrent O LM,CA1 Perforant Path Associated QuadD,i,i,1.463
4089,4078,CA1 Recurrent O LM,CA1 Basket,i,i,1.419
4089,4079,CA1 Recurrent O LM,CA1 Basket CCK+,i,i,1.689
4089,4080,CA1 Recurrent O LM,CA1 Bistratified,i,i,1.52
4089,4081,CA1 Recurrent O LM,CA1 Ivy,i,i,1.519
4089,4083,CA1 Recurrent O LM,CA1 Oriens Bistratified,i,i,1.7
4089,4087,CA1 Recurrent O LM,CA1 O LMR,i,i,1.252
4089,4089,CA1 Recurrent O LM,CA1 Recurrent O LM,i,i,1.327
5005,3007,SUB CA1 Projecting Pyramidal,CA2 Wide Arbor Basket,e,i,1.687
5005,4000,SUB CA1 Projecting Pyramidal,CA1 Pyramidal,e,e,1.731
5005,4003,SUB CA1 Projecting Pyramidal,CA1 Quadrilaminar,e,i,2.087
5005,4005,SUB CA1 Projecting Pyramidal,CA1 LMR,e,i,2.087
5005,4006,SUB CA1 Projecting Pyramidal,CA1 Perforant Path Associated,e,i,1.802
5005,4011,SUB CA1 Projecting Pyramidal,CA1 Neurogliaform Projecting,e,i,1.889
5005,4012,SUB CA1 Projecting Pyramidal,CA1 Neurogliaform,e,i,1.984
5005,4013,SUB CA1 Projecting Pyramidal,CA1 Radial Trilaminar,e,i,1.489
5005,4015,SUB CA1 Projecting Pyramidal,CA1 Schaffer Collateral Associated,e,i,2.31575892
5005,4023,SUB CA1 Projecting Pyramidal,CA1 Back Projection,e,i,1.766
5005,4028,SUB CA1 Projecting Pyramidal,CA1 Radiatum,e,i,1.789
5005,4036,SUB CA1 Projecting Pyramidal,CA1 Axo Axonic,e,i,1.733
5005,4054,SUB CA1 Projecting Pyramidal,CA1 Radiatum Giant,e,e,2.274
5005,4055,SUB CA1 Projecting Pyramidal,CA1 Oriens Alveus,e,i,2.333
5005,4061,SUB CA1 Projecting Pyramidal,CA1 R Receiving Apical Targeting,e,i,1.981
5005,4066,SUB CA1 Projecting Pyramidal,CA1 OR LM,e,i,1.94
5005,4076,SUB CA1 Projecting Pyramidal,CA1 Perforant Path Associated QuadD,e,i,1.941
5005,4078,SUB CA1 Projecting Pyramidal,CA1 Basket,e,i,1.773
5005,4079,SUB CA1 Projecting Pyramidal,CA1 Basket CCK+,e,i,2.162
5005,4080,SUB CA1 Projecting Pyramidal,CA1 Bistratified,e,i,2.302
5005,4081,SUB CA1 Projecting Pyramidal,CA1 Ivy,e,i,2.408
5005,5005,SUB CA1 Projecting Pyramidal,SUB CA1 Projecting Pyramidal,e,e,1.553
6002,1000,MEC LV Pyramidal,DG Granule,e,e,1.617
6002,1001,MEC LV Pyramidal,DG Semilunar Granule,e,e,1.269
6002,1004,MEC LV Pyramidal,DG Total Molecular Layer,e,i,1.419
6002,1005,MEC LV Pyramidal,DG MOLAX,e,i,1.323
6002,1007,MEC LV Pyramidal,DG Neurogliaform,e,i,1.331
6002,1008,MEC LV Pyramidal,DG MOPP,e,i,1.477
6002,1009,MEC LV Pyramidal,DG HICAP,e,i,1.076
6002,1010,MEC LV Pyramidal,DG Axo Axonic,e,i,1.438
6002,1026,MEC LV Pyramidal,DG HIPROM,e,i,1.566
6002,1027,MEC LV Pyramidal,DG AIPRIM,e,i,1.451
6002,1035,MEC LV Pyramidal,DG Basket,e,i,1.329
6002,1041,MEC LV Pyramidal,DG Hilar Ectopic Granule,e,e,1.266
6002,4011,MEC LV Pyramidal,CA1 Neurogliaform Projecting,e,i,1.447
6002,5005,MEC LV Pyramidal,SUB CA1 Projecting Pyramidal,e,e,1.209
6002,6002,MEC LV Pyramidal,MEC LV Pyramidal,e,e,1.228
6002,6003,MEC LV Pyramidal,MEC LII Stellate,e,e,1.171
6002,6005,MEC LV Pyramidal,EC LI II Pyramidal Fan,e,e,1.209
6002,6006,MEC LV Pyramidal,MEC LIII Complex Pyramidal,e,e,1.33
6002,6008,MEC LV Pyramidal,MEC LII III Pyramidal Multiform,e,e,1.176
6002,6017,MEC LV Pyramidal,EC LIII Pyramidal,e,e,1.33
6002,6018,MEC LV Pyramidal,EC LIII Stellate,e,e,1.306
6002,6019,MEC LV Pyramidal,MEC LII Oblique Pyramidal,e,e,1.183
6002,6021,MEC LV Pyramidal,EC LV Deep Pyramidal,e,e,1.284
6002,6023,MEC LV Pyramidal,MEC LV Superficial Pyramidal,e,e,1.278
6002,6024,MEC LV Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,1.328
6002,6033,MEC LV Pyramidal,MEC LV Multipolar Pyramidal,e,e,1.288
6002,6038,MEC LV Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,1.269
6002,6040,MEC LV Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,1.419
6002,6052,MEC LV Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,1.289
6002,6082,MEC LV Pyramidal,EC LII III Pyramidal Tripolar,e,e,1.28
6002,6086,MEC LV Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1.279
6002,6092,MEC LV Pyramidal,EC LIII Pyramidal Stellate,e,e,1.292
6002,6094,MEC LV Pyramidal,EC LI II Multipolar Pyramidal,e,e,1.3
6002,6095,MEC LV Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1.249
6003,1000,MEC LII Stellate,DG Granule,e,e,1.403
6003,1001,MEC LII Stellate,DG Semilunar Granule,e,e,1.078
6003,1004,MEC LII Stellate,DG Total Molecular Layer,e,i,1.23
6003,1005,MEC LII Stellate,DG MOLAX,e,i,1.176
6003,1007,MEC LII Stellate,DG Neurogliaform,e,i,1.145
6003,1008,MEC LII Stellate,DG MOPP,e,i,1.241
6003,1009,MEC LII Stellate,DG HICAP,e,i,0.9648
6003,1010,MEC LII Stellate,DG Axo Axonic,e,i,1.267
6003,1027,MEC LII Stellate,DG AIPRIM,e,i,1.266
6003,1035,MEC LII Stellate,DG Basket,e,i,1.131
6003,1041,MEC LII Stellate,DG Hilar Ectopic Granule,e,e,1.088
6003,2000,MEC LII Stellate,CA3 Pyramidal,e,e,0.9496
6003,2001,MEC LII Stellate,CA3 Granule,e,e,1.227
6003,2005,MEC LII Stellate,CA3 LMR Targeting,e,i,1.218
6003,2028,MEC LII Stellate,CA3 Axo Axonic,e,i,1.24
6003,2043,MEC LII Stellate,CA3 Basket,e,i,1.421
6003,2044,MEC LII Stellate,CA3 Basket CCK+,e,i,1.099
6003,3000,MEC LII Stellate,CA2 Pyramidal,e,e,1.833
6003,3006,MEC LII Stellate,CA2 Basket,e,i,1.888
6003,3007,MEC LII Stellate,CA2 Wide Arbor Basket,e,i,1.11
6003,4011,MEC LII Stellate,CA1 Neurogliaform Projecting,e,i,1.262
6003,5005,MEC LII Stellate,SUB CA1 Projecting Pyramidal,e,e,1.039
6003,6002,MEC LII Stellate,MEC LV Pyramidal,e,e,1.026
6003,6005,MEC LII Stellate,EC LI II Pyramidal Fan,e,e,1.025
6003,6006,MEC LII Stellate,MEC LIII Complex Pyramidal,e,e,1.141
6003,6008,MEC LII Stellate,MEC LII III Pyramidal Multiform,e,e,1.025
6003,6017,MEC LII Stellate,EC LIII Pyramidal,e,e,1.141
6003,6018,MEC LII Stellate,EC LIII Stellate,e,e,1.121
6003,6019,MEC LII Stellate,MEC LII Oblique Pyramidal,e,e,0.9219
6003,6021,MEC LII Stellate,EC LV Deep Pyramidal,e,e,1.134
6003,6023,MEC LII Stellate,MEC LV Superficial Pyramidal,e,e,1.104
6003,6024,MEC LII Stellate,MEC LIII Bipolar Complex Pyramidal,e,e,1.141
6003,6033,MEC LII Stellate,MEC LV Multipolar Pyramidal,e,e,1.111
6003,6038,MEC LII Stellate,MEC LIII Superficial Trilayered Interneuron,e,i,1.09
6003,6040,MEC LII Stellate,MEC LIII Superficial Multipolar Interneuron,e,i,1.213
6003,6052,MEC LII Stellate,MEC LV VI Pyramidal Polymorphic,e,e,1.141
6003,6082,MEC LII Stellate,EC LII III Pyramidal Tripolar,e,e,1.08
6003,6086,MEC LII Stellate,EC LIV VI Deep Multipolar Principal,e,e,1.128
6003,6092,MEC LII Stellate,EC LIII Pyramidal Stellate,e,e,1.107
6003,6094,MEC LII Stellate,EC LI II Multipolar Pyramidal,e,e,1.112
6003,6095,MEC LII Stellate,EC LIII V Bipolar Pyramidal,e,e,1.041
6005,1000,EC LI II Pyramidal Fan,DG Granule,e,e,1.512
6005,1001,EC LI II Pyramidal Fan,DG Semilunar Granule,e,e,1.179
6005,1004,EC LI II Pyramidal Fan,DG Total Molecular Layer,e,i,1.331
6005,1005,EC LI II Pyramidal Fan,DG MOLAX,e,i,1.263
6005,1007,EC LI II Pyramidal Fan,DG Neurogliaform,e,i,1.247
6005,1008,EC LI II Pyramidal Fan,DG MOPP,e,i,1.372
6005,1009,EC LI II Pyramidal Fan,DG HICAP,e,i,1.03
6005,1010,EC LI II Pyramidal Fan,DG Axo Axonic,e,i,1.374
6005,1027,EC LI II Pyramidal Fan,DG AIPRIM,e,i,1.397
6005,1035,EC LI II Pyramidal Fan,DG Basket,e,i,1.241
6005,1041,EC LI II Pyramidal Fan,DG Hilar Ectopic Granule,e,e,1.177
6005,4011,EC LI II Pyramidal Fan,CA1 Neurogliaform Projecting,e,i,1.363
6005,5005,EC LI II Pyramidal Fan,SUB CA1 Projecting Pyramidal,e,e,1.131
6005,6002,EC LI II Pyramidal Fan,MEC LV Pyramidal,e,e,1.154
6005,6003,EC LI II Pyramidal Fan,MEC LII Stellate,e,e,1.03
6005,6005,EC LI II Pyramidal Fan,EC LI II Pyramidal Fan,e,e,1.167
6005,6006,EC LI II Pyramidal Fan,MEC LIII Complex Pyramidal,e,e,1.237
6005,6007,EC LI II Pyramidal Fan,LEC LIII Complex Pyramidal,e,e,1.229
6005,6008,EC LI II Pyramidal Fan,MEC LII III Pyramidal Multiform,e,e,1.13
6005,6017,EC LI II Pyramidal Fan,EC LIII Pyramidal,e,e,1.237
6005,6018,EC LI II Pyramidal Fan,EC LIII Stellate,e,e,1.215
6005,6019,EC LI II Pyramidal Fan,MEC LII Oblique Pyramidal,e,e,1.058
6005,6021,EC LI II Pyramidal Fan,EC LV Deep Pyramidal,e,e,1.206
6005,6023,EC LI II Pyramidal Fan,MEC LV Superficial Pyramidal,e,e,1.197
6005,6024,EC LI II Pyramidal Fan,MEC LIII Bipolar Complex Pyramidal,e,e,1.235
6005,6025,EC LI II Pyramidal Fan,LEC LIII Multipolar Principal,e,e,1.211
6005,6038,EC LI II Pyramidal Fan,MEC LIII Superficial Trilayered Interneuron,e,i,1.185
6005,6040,EC LI II Pyramidal Fan,MEC LIII Superficial Multipolar Interneuron,e,i,1.321
6005,6082,EC LI II Pyramidal Fan,EC LII III Pyramidal Tripolar,e,e,1.169
6005,6092,EC LI II Pyramidal Fan,EC LIII Pyramidal Stellate,e,e,1.206
6005,6094,EC LI II Pyramidal Fan,EC LI II Multipolar Pyramidal,e,e,1.245
6005,6095,EC LI II Pyramidal Fan,EC LIII V Bipolar Pyramidal,e,e,1.17
6006,6002,MEC LIII Complex Pyramidal,MEC LV Pyramidal,e,e,1.224
6006,6003,MEC LIII Complex Pyramidal,MEC LII Stellate,e,e,1.166
6006,6005,MEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,e,e,1.218
6006,6006,MEC LIII Complex Pyramidal,MEC LIII Complex Pyramidal,e,e,1.317
6006,6008,MEC LIII Complex Pyramidal,MEC LII III Pyramidal Multiform,e,e,1.196
6006,6017,MEC LIII Complex Pyramidal,EC LIII Pyramidal,e,e,1.317
6006,6018,MEC LIII Complex Pyramidal,EC LIII Stellate,e,e,1.295
6006,6019,MEC LIII Complex Pyramidal,MEC LII Oblique Pyramidal,e,e,1.173
6006,6021,MEC LIII Complex Pyramidal,EC LV Deep Pyramidal,e,e,1.291
6006,6023,MEC LIII Complex Pyramidal,MEC LV Superficial Pyramidal,e,e,1.279
6006,6024,MEC LIII Complex Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,1.316
6006,6033,MEC LIII Complex Pyramidal,MEC LV Multipolar Pyramidal,e,e,1.29
6006,6038,MEC LIII Complex Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,1.245
6006,6040,MEC LIII Complex Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,1.402
6006,6082,MEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,e,e,1.303
6006,6086,MEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1.285
6006,6092,MEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,e,e,1.281
6006,6094,MEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,e,e,1.304
6006,6095,MEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1.239
6007,6005,LEC LIII Complex Pyramidal,EC LI II Pyramidal Fan,e,e,1.244
6007,6007,LEC LIII Complex Pyramidal,LEC LIII Complex Pyramidal,e,e,1.333
6007,6017,LEC LIII Complex Pyramidal,EC LIII Pyramidal,e,e,1.338
6007,6018,LEC LIII Complex Pyramidal,EC LIII Stellate,e,e,1.316
6007,6021,LEC LIII Complex Pyramidal,EC LV Deep Pyramidal,e,e,1.321
6007,6025,LEC LIII Complex Pyramidal,LEC LIII Multipolar Principal,e,e,1.316
6007,6078,LEC LIII Complex Pyramidal,LEC LVI Multipolar Pyramidal,e,e,1.343
6007,6082,LEC LIII Complex Pyramidal,EC LII III Pyramidal Tripolar,e,e,1.32
6007,6086,LEC LIII Complex Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1.314
6007,6092,LEC LIII Complex Pyramidal,EC LIII Pyramidal Stellate,e,e,1.3
6007,6094,LEC LIII Complex Pyramidal,EC LI II Multipolar Pyramidal,e,e,1.346
6007,6095,LEC LIII Complex Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1.257
6008,6002,MEC LII III Pyramidal Multiform,MEC LV Pyramidal,e,e,1.039
6008,6003,MEC LII III Pyramidal Multiform,MEC LII Stellate,e,e,0.838
6008,6005,MEC LII III Pyramidal Multiform,EC LI II Pyramidal Fan,e,e,1.055
6008,6006,MEC LII III Pyramidal Multiform,MEC LIII Complex Pyramidal,e,e,1.12
6008,6008,MEC LII III Pyramidal Multiform,MEC LII III Pyramidal Multiform,e,e,1.05
6008,6017,MEC LII III Pyramidal Multiform,EC LIII Pyramidal,e,e,1.121
6008,6018,MEC LII III Pyramidal Multiform,EC LIII Stellate,e,e,1.103
6008,6019,MEC LII III Pyramidal Multiform,MEC LII Oblique Pyramidal,e,e,0.9549
6008,6021,MEC LII III Pyramidal Multiform,EC LV Deep Pyramidal,e,e,1.094
6008,6023,MEC LII III Pyramidal Multiform,MEC LV Superficial Pyramidal,e,e,1.081
6008,6024,MEC LII III Pyramidal Multiform,MEC LIII Bipolar Complex Pyramidal,e,e,1.12
6008,6033,MEC LII III Pyramidal Multiform,MEC LV Multipolar Pyramidal,e,e,1.09
6008,6038,MEC LII III Pyramidal Multiform,MEC LIII Superficial Trilayered Interneuron,e,i,1.076
6008,6040,MEC LII III Pyramidal Multiform,MEC LIII Superficial Multipolar Interneuron,e,i,1.206
6008,6052,MEC LII III Pyramidal Multiform,MEC LV VI Pyramidal Polymorphic,e,e,1.103
6008,6082,MEC LII III Pyramidal Multiform,EC LII III Pyramidal Tripolar,e,e,1.033
6008,6086,MEC LII III Pyramidal Multiform,EC LIV VI Deep Multipolar Principal,e,e,1.089
6008,6092,MEC LII III Pyramidal Multiform,EC LIII Pyramidal Stellate,e,e,1.106
6008,6094,MEC LII III Pyramidal Multiform,EC LI II Multipolar Pyramidal,e,e,1.124
6008,6095,MEC LII III Pyramidal Multiform,EC LIII V Bipolar Pyramidal,e,e,1.06
6017,4000,EC LIII Pyramidal,CA1 Pyramidal,e,e,1.113
6017,4003,EC LIII Pyramidal,CA1 Quadrilaminar,e,i,1.287
6017,4005,EC LIII Pyramidal,CA1 LMR,e,i,1.214
6017,4006,EC LIII Pyramidal,CA1 Perforant Path Associated,e,i,1.078
6017,4011,EC LIII Pyramidal,CA1 Neurogliaform Projecting,e,i,1.29
6017,4012,EC LIII Pyramidal,CA1 Neurogliaform,e,i,1.364
6017,4013,EC LIII Pyramidal,CA1 Radial Trilaminar,e,i,0.9917
6017,4015,EC LIII Pyramidal,CA1 Schaffer Collateral Associated,e,i,1.546794811
6017,4036,EC LIII Pyramidal,CA1 Axo Axonic,e,i,1.206
6017,4054,EC LIII Pyramidal,CA1 Radiatum Giant,e,e,1.279
6017,4055,EC LIII Pyramidal,CA1 Oriens Alveus,e,i,1.462
6017,4076,EC LIII Pyramidal,CA1 Perforant Path Associated QuadD,e,i,1.238
6017,4078,EC LIII Pyramidal,CA1 Basket,e,i,1.099
6017,4079,EC LIII Pyramidal,CA1 Basket CCK+,e,i,1.631
6017,5005,EC LIII Pyramidal,SUB CA1 Projecting Pyramidal,e,e,1.126
6017,6002,EC LIII Pyramidal,MEC LV Pyramidal,e,e,1.131
6017,6006,EC LIII Pyramidal,MEC LIII Complex Pyramidal,e,e,1.211
6017,6007,EC LIII Pyramidal,LEC LIII Complex Pyramidal,e,e,1.201
6017,6008,EC LIII Pyramidal,MEC LII III Pyramidal Multiform,e,e,1.098
6017,6017,EC LIII Pyramidal,EC LIII Pyramidal,e,e,1.211
6017,6018,EC LIII Pyramidal,EC LIII Stellate,e,e,1.19
6017,6021,EC LIII Pyramidal,EC LV Deep Pyramidal,e,e,1.187
6017,6023,EC LIII Pyramidal,MEC LV Superficial Pyramidal,e,e,1.174
6017,6024,EC LIII Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,1.21
6017,6025,EC LIII Pyramidal,LEC LIII Multipolar Principal,e,e,1.183
6017,6033,EC LIII Pyramidal,MEC LV Multipolar Pyramidal,e,e,1.186
6017,6038,EC LIII Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,1.147
6017,6040,EC LIII Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,1.3
6017,6052,EC LIII Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,1.194
6017,6078,EC LIII Pyramidal,LEC LVI Multipolar Pyramidal,e,e,1.208
6017,6082,EC LIII Pyramidal,EC LII III Pyramidal Tripolar,e,e,1.198
6017,6086,EC LIII Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1.181
6017,6092,EC LIII Pyramidal,EC LIII Pyramidal Stellate,e,e,1.175
6017,6095,EC LIII Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1.143
6018,6006,EC LIII Stellate,MEC LIII Complex Pyramidal,e,e,1.325
6018,6007,EC LIII Stellate,LEC LIII Complex Pyramidal,e,e,1.313
6018,6008,EC LIII Stellate,MEC LII III Pyramidal Multiform,e,e,1.205
6018,6017,EC LIII Stellate,EC LIII Pyramidal,e,e,1.327
6018,6018,EC LIII Stellate,EC LIII Stellate,e,e,1.303
6018,6023,EC LIII Stellate,MEC LV Superficial Pyramidal,e,e,1.289
6018,6024,EC LIII Stellate,MEC LIII Bipolar Complex Pyramidal,e,e,1.325
6018,6025,EC LIII Stellate,LEC LIII Multipolar Principal,e,e,1.295
6018,6038,EC LIII Stellate,MEC LIII Superficial Trilayered Interneuron,e,i,1.256
6018,6040,EC LIII Stellate,MEC LIII Superficial Multipolar Interneuron,e,i,1.422
6018,6082,EC LIII Stellate,EC LII III Pyramidal Tripolar,e,e,1.326
6018,6092,EC LIII Stellate,EC LIII Pyramidal Stellate,e,e,1.288
6018,6095,EC LIII Stellate,EC LIII V Bipolar Pyramidal,e,e,1.245
6019,6006,MEC LII Oblique Pyramidal,MEC LIII Complex Pyramidal,e,e,1.195
6019,6008,MEC LII Oblique Pyramidal,MEC LII III Pyramidal Multiform,e,e,1.032
6019,6017,MEC LII Oblique Pyramidal,EC LIII Pyramidal,e,e,1.195
6019,6018,MEC LII Oblique Pyramidal,EC LIII Stellate,e,e,1.172
6019,6023,MEC LII Oblique Pyramidal,MEC LV Superficial Pyramidal,e,e,1.162
6019,6024,MEC LII Oblique Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,1.194
6019,6033,MEC LII Oblique Pyramidal,MEC LV Multipolar Pyramidal,e,e,1.17
6019,6038,MEC LII Oblique Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,1.143
6019,6040,MEC LII Oblique Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,1.305
6019,6082,MEC LII Oblique Pyramidal,EC LII III Pyramidal Tripolar,e,e,1.069
6019,6086,MEC LII Oblique Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1.165
6019,6092,MEC LII Oblique Pyramidal,EC LIII Pyramidal Stellate,e,e,1.161
6019,6095,MEC LII Oblique Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1.111
6021,6002,EC LV Deep Pyramidal,MEC LV Pyramidal,e,e,1.194
6021,6021,EC LV Deep Pyramidal,EC LV Deep Pyramidal,e,e,1.257
6021,6023,EC LV Deep Pyramidal,MEC LV Superficial Pyramidal,e,e,1.251
6021,6025,EC LV Deep Pyramidal,LEC LIII Multipolar Principal,e,e,1.266
6021,6033,EC LV Deep Pyramidal,MEC LV Multipolar Pyramidal,e,e,1.261
6021,6052,EC LV Deep Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,1.263
6021,6078,EC LV Deep Pyramidal,LEC LVI Multipolar Pyramidal,e,e,1.291
6021,6086,EC LV Deep Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1.252
6021,6095,EC LV Deep Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1.209
6023,6002,MEC LV Superficial Pyramidal,MEC LV Pyramidal,e,e,1.173
6023,6003,MEC LV Superficial Pyramidal,MEC LII Stellate,e,e,1.108
6023,6005,MEC LV Superficial Pyramidal,EC LI II Pyramidal Fan,e,e,1.161
6023,6006,MEC LV Superficial Pyramidal,MEC LIII Complex Pyramidal,e,e,1.274
6023,6008,MEC LV Superficial Pyramidal,MEC LII III Pyramidal Multiform,e,e,1.126
6023,6017,MEC LV Superficial Pyramidal,EC LIII Pyramidal,e,e,1.274
6023,6018,MEC LV Superficial Pyramidal,EC LIII Stellate,e,e,1.251
6023,6019,MEC LV Superficial Pyramidal,MEC LII Oblique Pyramidal,e,e,1.119
6023,6021,MEC LV Superficial Pyramidal,EC LV Deep Pyramidal,e,e,1.235
6023,6023,MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,e,e,1.226
6023,6024,MEC LV Superficial Pyramidal,MEC LIII Bipolar Complex Pyramidal,e,e,1.274
6023,6033,MEC LV Superficial Pyramidal,MEC LV Multipolar Pyramidal,e,e,1.236
6023,6038,MEC LV Superficial Pyramidal,MEC LIII Superficial Trilayered Interneuron,e,i,1.213
6023,6040,MEC LV Superficial Pyramidal,MEC LIII Superficial Multipolar Interneuron,e,i,1.367
6023,6052,MEC LV Superficial Pyramidal,MEC LV VI Pyramidal Polymorphic,e,e,1.239
6023,6082,MEC LV Superficial Pyramidal,EC LII III Pyramidal Tripolar,e,e,1.248
6023,6086,MEC LV Superficial Pyramidal,EC LIV VI Deep Multipolar Principal,e,e,1.229
6023,6092,MEC LV Superficial Pyramidal,EC LIII Pyramidal Stellate,e,e,1.238
6023,6094,MEC LV Superficial Pyramidal,EC LI II Multipolar Pyramidal,e,e,1.245
6023,6095,MEC LV Superficial Pyramidal,EC LIII V Bipolar Pyramidal,e,e,1.192
6024,6002,MEC LIII Bipolar Complex Pyramidal,MEC LV Pyramidal,e,e,1.219
6024,6003,MEC LIII Bipolar Complex Pyramidal,MEC LII Stellate,e,e,1.16
6024,6005,MEC LIII Bipolar Complex Pyramidal,EC LI II Pyramidal Fan,e,e,1.212
6024,6006,MEC LIII Bipolar Complex Pyramidal,MEC LIII Complex Pyramidal,e,e,1.312
6024,6008,MEC LIII Bipolar Complex Pyramidal,MEC LII III Pyramidal Multiform,e,e,1.192
6024,6017,MEC LIII Bipolar Complex Pyramidal,EC LIII Pyramidal,e,e,1.312
6024,6018,MEC LIII Bipolar Complex Pyramidal,EC LIII Stellate,e,e,1.288
6024,6019,MEC LIII Bipolar Complex Pyramidal,MEC LII Oblique Pyramidal,e,e,1.168
6024,6021,MEC LIII Bipolar Complex Pyramidal,EC LV Deep Pyramidal,e,e,1.285
6024,6023,MEC LIII Bipolar Complex Pyramidal,MEC LV Superficial Pyramidal,e,e,1.274
