triad_id,motif,rees_superpattern,rees_superpattern_name,node_a,node_b,node_c,node_ei_signature,edge_ei_signature,region_signature,region_count,within_region,nonself_edge_count,self_edge_count,edge_count,nonself_total_weight,nonself_total_abs_weight,self_total_weight,self_total_abs_weight,total_weight,total_abs_weight,mean_abs_weight,spectral_radius,max_real,edge_1_pre,edge_1_post,edge_1_pre_class,edge_1_post_class,edge_1_pre_region,edge_1_post_region,edge_1_weight,edge_1_abs_weight,edge_1_edge_type,edge_2_pre,edge_2_post,edge_2_pre_class,edge_2_post_class,edge_2_pre_region,edge_2_post_region,edge_2_weight,edge_2_abs_weight,edge_2_edge_type
T000366,021D,C,single input module,CA1 Axo Axonic,CA1 Horizontal Axo Axonic,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-160.72545637957,160.72545637957,0,0,-160.72545637957,160.72545637957,80.362728189785,0.0,0.0,CA3 Trilaminar,CA1 Axo Axonic,i,i,CA3,CA1,-53.53836659791061,53.53836659791061,between_nodes,CA3 Trilaminar,CA1 Horizontal Axo Axonic,i,i,CA3,CA1,-107.1870897816594,107.1870897816594,between_nodes
T000367,021D,C,single input module,CA1 Axo Axonic,CA1 Horizontal Axo Axonic,CA3c Pyramidal,1E-2I,E->I + E->I,CA1-CA3c,2,False,2,0,2,170308.51951718773,170308.51951718773,0,0,170308.51951718773,170308.51951718773,85154.25975859386,0.0,0.0,CA3c Pyramidal,CA1 Axo Axonic,e,i,CA3c,CA1,152496.3150045439,152496.3150045439,between_nodes,CA3c Pyramidal,CA1 Horizontal Axo Axonic,e,i,CA3c,CA1,17812.204512643828,17812.204512643828,between_nodes
T000407,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,CA1 LMR,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-217.76467719314303,217.76467719314303,0,0,-217.76467719314303,217.76467719314303,108.88233859657151,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,CA1 LMR,CA1 Axo Axonic,i,i,CA1,CA1,-9.04287580022701,9.04287580022701,between_nodes
T000408,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,CA1 Neurogliaform,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-240.40263977786896,240.40263977786896,0,0,-240.40263977786896,240.40263977786896,120.20131988893448,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes
T000409,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,CA1 Neurogliaform Projecting,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-211.10718527669545,211.10718527669545,0,0,-211.10718527669545,211.10718527669545,105.55359263834772,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes
T000410,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,CA1 O LM,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-225.84014233859222,225.84014233859222,0,0,-225.84014233859222,225.84014233859222,112.92007116929611,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,CA1 O LM,CA1 Axo Axonic,i,i,CA1,CA1,-17.118340945676195,17.118340945676195,between_nodes
T000411,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,CA1 O LMR,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-229.18658906797782,229.18658906797782,0,0,-229.18658906797782,229.18658906797782,114.59329453398891,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,CA1 O LMR,CA1 Axo Axonic,i,i,CA1,CA1,-20.464787675061825,20.464787675061825,between_nodes
T000415,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,CA1 Perforant Path Associated,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-254.61767398542116,254.61767398542116,0,0,-254.61767398542116,254.61767398542116,127.30883699271058,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,CA1 Perforant Path Associated,CA1 Axo Axonic,i,i,CA1,CA1,-45.89587259250515,45.89587259250515,between_nodes
T000416,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,CA1 Perforant Path Associated QuadD,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-211.37352322905355,211.37352322905355,0,0,-211.37352322905355,211.37352322905355,105.68676161452677,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,CA1 Perforant Path Associated QuadD,CA1 Axo Axonic,i,i,CA1,CA1,-2.6517218361375487,2.6517218361375487,between_nodes
T000419,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,CA1 R Receiving Apical Targeting,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-230.58694259532408,230.58694259532408,0,0,-230.58694259532408,230.58694259532408,115.29347129766204,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,CA1 R Receiving Apical Targeting,CA1 Axo Axonic,i,i,CA1,CA1,-21.865141202408065,21.865141202408065,between_nodes
T000421,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,CA1 Radiatum,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-212.25588140767792,212.25588140767792,0,0,-212.25588140767792,212.25588140767792,106.12794070383896,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,CA1 Radiatum,CA1 Axo Axonic,i,i,CA1,CA1,-3.534080014761913,3.534080014761913,between_nodes
T000463,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,EC LIII Pyramidal,1E-2I,I->I + E->I,CA1-EC,2,False,2,0,2,873.3929042012423,1290.8365069870742,0,0,873.3929042012423,1290.8365069870742,645.4182534935371,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,EC LIII Pyramidal,CA1 Axo Axonic,e,i,EC,CA1,1082.1147055941583,1082.1147055941583,between_nodes
T000464,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,EC LIII Pyramidal Stellate,1E-2I,I->I + E->I,CA1-EC,2,False,2,0,2,14305.101064052353,14722.544666838185,0,0,14305.101064052353,14722.544666838185,7361.272333419092,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,EC LIII Pyramidal Stellate,CA1 Axo Axonic,e,i,EC,CA1,14513.822865445269,14513.822865445269,between_nodes
T000483,021U,A,simple regulation,CA1 Axo Axonic,CA1 Horizontal Basket,SUB CA1 Projecting Pyramidal,1E-2I,I->I + E->I,CA1-SUB,2,False,2,0,2,-27.100700075023212,390.3429027108088,0,0,-27.100700075023212,390.3429027108088,195.1714513554044,0.0,0.0,CA1 Horizontal Basket,CA1 Axo Axonic,i,i,CA1,CA1,-208.721801392916,208.721801392916,between_nodes,SUB CA1 Projecting Pyramidal,CA1 Axo Axonic,e,i,SUB,CA1,181.6211013178928,181.6211013178928,between_nodes
T000485,021U,A,simple regulation,CA1 Axo Axonic,CA1 Ivy,CA1 Neurogliaform,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-106.84130064650294,106.84130064650294,0,0,-106.84130064650294,106.84130064650294,53.42065032325147,0.0,0.0,CA1 Ivy,CA1 Axo Axonic,i,i,CA1,CA1,-75.16046226154998,75.16046226154998,between_nodes,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes
T000486,021U,A,simple regulation,CA1 Axo Axonic,CA1 Ivy,CA1 Neurogliaform Projecting,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-77.54584614532942,77.54584614532942,0,0,-77.54584614532942,77.54584614532942,38.77292307266471,0.0,0.0,CA1 Ivy,CA1 Axo Axonic,i,i,CA1,CA1,-75.16046226154998,75.16046226154998,between_nodes,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes
T000540,021U,A,simple regulation,CA1 Axo Axonic,CA1 Ivy,EC LIII Pyramidal,1E-2I,I->I + E->I,CA1-EC,2,False,2,0,2,1006.9542433326083,1157.2751678557083,0,0,1006.9542433326083,1157.2751678557083,578.6375839278542,0.0,0.0,CA1 Ivy,CA1 Axo Axonic,i,i,CA1,CA1,-75.16046226154998,75.16046226154998,between_nodes,EC LIII Pyramidal,CA1 Axo Axonic,e,i,EC,CA1,1082.1147055941583,1082.1147055941583,between_nodes
T000541,021U,A,simple regulation,CA1 Axo Axonic,CA1 Ivy,EC LIII Pyramidal Stellate,1E-2I,I->I + E->I,CA1-EC,2,False,2,0,2,14438.662403183718,14588.98332770682,0,0,14438.662403183718,14588.98332770682,7294.49166385341,0.0,0.0,CA1 Ivy,CA1 Axo Axonic,i,i,CA1,CA1,-75.16046226154998,75.16046226154998,between_nodes,EC LIII Pyramidal Stellate,CA1 Axo Axonic,e,i,EC,CA1,14513.822865445269,14513.822865445269,between_nodes
T000577,021U,A,simple regulation,CA1 Axo Axonic,CA1 LMR,CA1 SO SO,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-27.516599654063,27.516599654063,0,0,-27.516599654063,27.516599654063,13.7582998270315,0.0,0.0,CA1 LMR,CA1 Axo Axonic,i,i,CA1,CA1,-9.04287580022701,9.04287580022701,between_nodes,CA1 SO SO,CA1 Axo Axonic,i,i,CA1,CA1,-18.47372385383599,18.47372385383599,between_nodes
T000584,021U,A,simple regulation,CA1 Axo Axonic,CA1 LMR,CA2 Wide Arbor Basket,0E-3I,I->I + I->I,CA1-CA2,2,False,2,0,2,-431.67134366691624,431.67134366691624,0,0,-431.67134366691624,431.67134366691624,215.83567183345812,0.0,0.0,CA1 LMR,CA1 Axo Axonic,i,i,CA1,CA1,-9.04287580022701,9.04287580022701,between_nodes,CA2 Wide Arbor Basket,CA1 Axo Axonic,i,i,CA2,CA1,-422.6284678666892,422.6284678666892,between_nodes
T000642,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform,CA1 Oriens Bistratified,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-42.330329697598,42.330329697598,0,0,-42.330329697598,42.330329697598,21.165164848799,0.0,0.0,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes,CA1 Oriens Bistratified,CA1 Axo Axonic,i,i,CA1,CA1,-10.649491312645038,10.649491312645038,between_nodes
T000649,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform,CA1 Radiatum,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-35.214918399714875,35.214918399714875,0,0,-35.214918399714875,35.214918399714875,17.607459199857438,0.0,0.0,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes,CA1 Radiatum,CA1 Axo Axonic,i,i,CA1,CA1,-3.534080014761913,3.534080014761913,between_nodes
T000652,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform,CA1 SO SO,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-50.154562238788955,50.154562238788955,0,0,-50.154562238788955,50.154562238788955,25.077281119394478,0.0,0.0,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes,CA1 SO SO,CA1 Axo Axonic,i,i,CA1,CA1,-18.47372385383599,18.47372385383599,between_nodes
T000654,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform,CA1 Trilaminar,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-114.60343495195875,114.60343495195875,0,0,-114.60343495195875,114.60343495195875,57.30171747597937,0.0,0.0,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes,CA1 Trilaminar,CA1 Axo Axonic,i,i,CA1,CA1,-82.92259656700578,82.92259656700578,between_nodes
T000656,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform,CA2 Bistratified,0E-3I,I->I + I->I,CA1-CA2,2,False,2,0,2,-32.20267015686901,32.20267015686901,0,0,-32.20267015686901,32.20267015686901,16.101335078434506,0.0,0.0,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes,CA2 Bistratified,CA1 Axo Axonic,i,i,CA2,CA1,-0.5218317719160458,0.5218317719160458,between_nodes
T000657,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform,CA2 Pyramidal,1E-2I,I->I + E->I,CA1-CA2,2,False,2,0,2,7127.4877644238995,7190.849441193805,0,0,7127.4877644238995,7190.849441193805,3595.4247205969027,0.0,0.0,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes,CA2 Pyramidal,CA1 Axo Axonic,e,i,CA2,CA1,7159.1686028088525,7159.1686028088525,between_nodes
T000659,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform,CA2 Wide Arbor Basket,0E-3I,I->I + I->I,CA1-CA2,2,False,2,0,2,-454.30930625164217,454.30930625164217,0,0,-454.30930625164217,454.30930625164217,227.15465312582108,0.0,0.0,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes,CA2 Wide Arbor Basket,CA1 Axo Axonic,i,i,CA2,CA1,-422.6284678666892,422.6284678666892,between_nodes
T000670,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform,CA3 Pyramidal,1E-2I,I->I + E->I,CA1-CA3,2,False,2,0,2,12092.06681445355,12155.428491223456,0,0,12092.06681445355,12155.428491223456,6077.714245611728,0.0,0.0,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes,CA3 Pyramidal,CA1 Axo Axonic,e,i,CA3,CA1,12123.747652838503,12123.747652838503,between_nodes
T000672,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-85.21920498286357,85.21920498286357,0,0,-85.21920498286357,85.21920498286357,42.60960249143179,0.0,0.0,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes,CA3 Trilaminar,CA1 Axo Axonic,i,i,CA3,CA1,-53.53836659791061,53.53836659791061,between_nodes
T000673,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform,CA3c Pyramidal,1E-2I,I->I + E->I,CA1-CA3c,2,False,2,0,2,152464.63416615894,152527.99584292885,0,0,152464.63416615894,152527.99584292885,76263.99792146443,0.0,0.0,CA1 Neurogliaform,CA1 Axo Axonic,i,i,CA1,CA1,-31.680838384952963,31.680838384952963,between_nodes,CA3c Pyramidal,CA1 Axo Axonic,e,i,CA3c,CA1,152496.3150045439,152496.3150045439,between_nodes
T000716,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA1 Oriens Bistratified,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-13.034875196424483,13.034875196424483,0,0,-13.034875196424483,13.034875196424483,6.517437598212242,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 Oriens Bistratified,CA1 Axo Axonic,i,i,CA1,CA1,-10.649491312645038,10.649491312645038,between_nodes
T000723,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA1 Radiatum,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-5.919463898541359,5.919463898541359,0,0,-5.919463898541359,5.919463898541359,2.9597319492706795,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 Radiatum,CA1 Axo Axonic,i,i,CA1,CA1,-3.534080014761913,3.534080014761913,between_nodes
T000726,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA1 SO SO,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-20.859107737615435,20.859107737615435,0,0,-20.859107737615435,20.859107737615435,10.429553868807718,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 SO SO,CA1 Axo Axonic,i,i,CA1,CA1,-18.47372385383599,18.47372385383599,between_nodes
T000728,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA1 Trilaminar,0E-3I,I->I + I->I,CA1,1,True,2,0,2,-85.30798045078522,85.30798045078522,0,0,-85.30798045078522,85.30798045078522,42.65399022539261,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 Trilaminar,CA1 Axo Axonic,i,i,CA1,CA1,-82.92259656700578,82.92259656700578,between_nodes
T000730,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA2 Bistratified,0E-3I,I->I + I->I,CA1-CA2,2,False,2,0,2,-2.9072156556954916,2.9072156556954916,0,0,-2.9072156556954916,2.9072156556954916,1.4536078278477458,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA2 Bistratified,CA1 Axo Axonic,i,i,CA2,CA1,-0.5218317719160458,0.5218317719160458,between_nodes
T000731,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA2 Pyramidal,1E-2I,I->I + E->I,CA1-CA2,2,False,2,0,2,7156.783218925073,7161.553986692632,0,0,7156.783218925073,7161.553986692632,3580.776993346316,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA2 Pyramidal,CA1 Axo Axonic,e,i,CA2,CA1,7159.1686028088525,7159.1686028088525,between_nodes
T000733,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA2 Wide Arbor Basket,0E-3I,I->I + I->I,CA1-CA2,2,False,2,0,2,-425.0138517504687,425.0138517504687,0,0,-425.0138517504687,425.0138517504687,212.50692587523434,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA2 Wide Arbor Basket,CA1 Axo Axonic,i,i,CA2,CA1,-422.6284678666892,422.6284678666892,between_nodes
T000744,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA3 Pyramidal,1E-2I,I->I + E->I,CA1-CA3,2,False,2,0,2,12121.362268954725,12126.133036722282,0,0,12121.362268954725,12126.133036722282,6063.066518361141,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA3 Pyramidal,CA1 Axo Axonic,e,i,CA3,CA1,12123.747652838503,12123.747652838503,between_nodes
T000745,021C,B,three-node chain,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA3 Spiny Lucidum,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-6.3511985937242335,6.3511985937242335,0,0,-6.3511985937242335,6.3511985937242335,3.1755992968621167,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA3 Spiny Lucidum,CA1 Neurogliaform Projecting,i,i,CA3,CA1,-3.965814709944788,3.965814709944788,between_nodes
T000746,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA3 Trilaminar,0E-3I,I->I + I->I,CA1-CA3,2,False,2,0,2,-55.92375048169006,55.92375048169006,0,0,-55.92375048169006,55.92375048169006,27.96187524084503,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA3 Trilaminar,CA1 Axo Axonic,i,i,CA3,CA1,-53.53836659791061,53.53836659791061,between_nodes
T000747,021U,A,simple regulation,CA1 Axo Axonic,CA1 Neurogliaform Projecting,CA3c Pyramidal,1E-2I,I->I + E->I,CA1-CA3c,2,False,2,0,2,152493.9296206601,152498.70038842768,0,0,152493.9296206601,152498.70038842768,76249.35019421384,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA3c Pyramidal,CA1 Axo Axonic,e,i,CA3c,CA1,152496.3150045439,152496.3150045439,between_nodes
T000748,021D,C,single input module,CA1 Axo Axonic,CA1 Neurogliaform Projecting,DG AIPRIM,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-6.697143956442741,6.697143956442741,0,0,-6.697143956442741,6.697143956442741,3.3485719782213703,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 Neurogliaform Projecting,DG AIPRIM,i,i,CA1,DG,-4.311760072663295,4.311760072663295,between_nodes
T000749,021D,C,single input module,CA1 Axo Axonic,CA1 Neurogliaform Projecting,DG Axo Axonic,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-9.408709602391573,9.408709602391573,0,0,-9.408709602391573,9.408709602391573,4.7043548011957865,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 Neurogliaform Projecting,DG Axo Axonic,i,i,CA1,DG,-7.023325718612127,7.023325718612127,between_nodes
T000750,021D,C,single input module,CA1 Axo Axonic,CA1 Neurogliaform Projecting,DG Basket,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-4.127492284852519,4.127492284852519,0,0,-4.127492284852519,4.127492284852519,2.0637461424262593,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 Neurogliaform Projecting,DG Basket,i,i,CA1,DG,-1.7421084010730732,1.7421084010730732,between_nodes
T000751,021D,C,single input module,CA1 Axo Axonic,CA1 Neurogliaform Projecting,DG Granule,1E-2I,I->I + I->E,CA1-DG,2,False,2,0,2,-3.93771696404138,3.93771696404138,0,0,-3.93771696404138,3.93771696404138,1.96885848202069,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 Neurogliaform Projecting,DG Granule,i,e,CA1,DG,-1.5523330802619344,1.5523330802619344,between_nodes
T000752,021D,C,single input module,CA1 Axo Axonic,CA1 Neurogliaform Projecting,DG HICAP,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-6.45443623798001,6.45443623798001,0,0,-6.45443623798001,6.45443623798001,3.227218118990005,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 Neurogliaform Projecting,DG HICAP,i,i,CA1,DG,-4.069052354200564,4.069052354200564,between_nodes
T000753,021C,B,three-node chain,CA1 Axo Axonic,CA1 Neurogliaform Projecting,DG HIPP,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-127.33291534222924,127.33291534222924,0,0,-127.33291534222924,127.33291534222924,63.66645767111462,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,DG HIPP,CA1 Neurogliaform Projecting,i,i,DG,CA1,-124.9475314584498,124.9475314584498,between_nodes
T000754,021C,B,three-node chain,CA1 Axo Axonic,CA1 Neurogliaform Projecting,DG HIPROM,0E-3I,I->I + I->I,CA1-DG,2,False,2,0,2,-2.4672793497106924,2.4672793497106924,0,0,-2.4672793497106924,2.4672793497106924,1.2336396748553462,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,DG HIPROM,CA1 Neurogliaform Projecting,i,i,DG,CA1,-0.0818954659312467,0.0818954659312467,between_nodes
T000755,021D,C,single input module,CA1 Axo Axonic,CA1 Neurogliaform Projecting,DG Hilar Ectopic Granule,1E-2I,I->I + I->E,CA1-DG,2,False,2,0,2,-3.3896850727296224,3.3896850727296224,0,0,-3.3896850727296224,3.3896850727296224,1.6948425363648112,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 Neurogliaform Projecting,DG Hilar Ectopic Granule,i,e,CA1,DG,-1.0043011889501765,1.0043011889501765,between_nodes
T000760,021D,C,single input module,CA1 Axo Axonic,CA1 Neurogliaform Projecting,DG Semilunar Granule,1E-2I,I->I + I->E,CA1-DG,2,False,2,0,2,-2.534496845759503,2.534496845759503,0,0,-2.534496845759503,2.534496845759503,1.2672484228797516,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,CA1 Neurogliaform Projecting,DG Semilunar Granule,i,e,CA1,DG,-0.1491129619800576,0.1491129619800576,between_nodes
T000763,021C,B,three-node chain,CA1 Axo Axonic,CA1 Neurogliaform Projecting,EC LI II Pyramidal Fan,1E-2I,I->I + E->I,CA1-EC,2,False,2,0,2,762.1686665128393,766.9394342803982,0,0,762.1686665128393,766.9394342803982,383.4697171401991,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,EC LI II Pyramidal Fan,CA1 Neurogliaform Projecting,e,i,EC,CA1,764.5540503966188,764.5540503966188,between_nodes
T000764,021C,B,three-node chain,CA1 Axo Axonic,CA1 Neurogliaform Projecting,EC LII III Pyramidal Tripolar,1E-2I,I->I + E->I,CA1-EC,2,False,2,0,2,315.66980907201514,320.4405768395741,0,0,315.66980907201514,320.4405768395741,160.22028841978704,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,EC LII III Pyramidal Tripolar,CA1 Neurogliaform Projecting,e,i,EC,CA1,318.0551929557946,318.0551929557946,between_nodes
T000776,021C,B,three-node chain,CA1 Axo Axonic,CA1 Neurogliaform Projecting,MEC LII Stellate,1E-2I,I->I + E->I,CA1-MEC,2,False,2,0,2,82.53377546906592,87.3045432366248,0,0,82.53377546906592,87.3045432366248,43.6522716183124,0.0,0.0,CA1 Neurogliaform Projecting,CA1 Axo Axonic,i,i,CA1,CA1,-2.3853838837794457,2.3853838837794457,between_nodes,MEC LII Stellate,CA1 Neurogliaform Projecting,e,i,MEC,CA1,84.91915935284536,84.91915935284536,between_nodes
